,id,types,rarity,skin,total_traits,total_hidden_traits
364,364,Male,4874,Albino,2,0
365,365,Male,6922,Light,2,0
366,366,Male,7157,Mid,3,0
367,367,Male,2557,Dark,1,0
368,368,Female,9449,Mid,2,0
369,369,Male,3801,Light,3,0
370,370,Male,1050,Dark,4,0
371,371,Female,8084,Mid,1,0
372,372,Ape,36,Ape,1,0
373,373,Male,8707,Dark,2,0
374,374,Female,8599,Dark,2,0
375,375,Female,5804,Light,2,0
376,376,Female,2329,Light,2,0
377,377,Male,3353,Albino,5,0
378,378,Female,9466,Dark,2,1
379,379,Female,9283,Light,3,0
380,380,Female,9560,Light,3,1
381,381,Female,8926,Light,2,0
382,382,Female,194,Light,2,0
383,383,Female,1554,Mid,2,0
384,384,Female,9879,Mid,3,0
385,385,Female,139,Mid,2,0
386,386,Male,7599,Mid,2,0
387,387,Male,3387,Mid,3,0
388,388,Female,1618,Mid,3,0
389,389,Male,1048,Light,2,0
390,390,Female,8098,Light,1,0
391,391,Female,1569,Dark,3,0
392,392,Male,7426,Mid,1,0
393,393,Male,4700,Light,3,0
394,394,Female,749,Light,2,1
395,395,Male,4669,Light,3,0
396,396,Female,1592,Mid,1,0
397,397,Male,1432,Mid,1,0
398,398,Male,8113,Dark,1,0
399,399,Male,3221,Dark,2,0
400,400,Female,1945,Mid,3,0
401,401,Male,1859,Dark,3,0
402,402,Male,5129,Dark,2,0
403,403,Male,2604,Dark,2,0
404,404,Female,257,Light,3,0
405,405,Female,8100,Mid,1,0
406,406,Male,4989,Dark,2,0
407,407,Female,1713,Light,3,0
408,408,Male,4707,Dark,1,0
409,409,Female,8916,Light,2,0
410,410,Male,8608,Albino,2,0
411,411,Female,8549,Light,3,0
412,412,Male,3231,Albino,3,1
413,413,Female,2775,Albino,1,0
414,414,Male,841,Light,3,0
415,415,Male,3925,Light,4,0
416,416,Male,4229,Dark,3,0
417,417,Female,2555,Dark,1,0
418,418,Female,1254,Dark,3,0
419,419,Female,9999,Mid,2,0
420,420,Male,8831,Albino,2,0
421,421,Male,6079,Mid,2,0
422,422,Female,2985,Light,4,1
423,423,Male,7451,Dark,2,0
424,424,Male,4912,Albino,3,0
425,425,Female,9643,Dark,3,0
426,426,Male,7804,Dark,2,0
427,427,Female,8096,Dark,1,0
428,428,Female,4397,Dark,1,0
429,429,Male,3917,Mid,2,0
430,430,Female,3099,Dark,3,1
431,431,Female,8658,Dark,2,0
432,432,Male,9723,Mid,3,0
433,433,Male,7014,Mid,4,0
434,434,Male,7169,Albino,2,0
435,435,Male,7718,Mid,2,0
436,436,Male,3492,Mid,1,0
437,437,Male,5086,Light,3,0
438,438,Female,8062,Mid,1,0
439,439,Male,8872,Mid,2,0
440,440,Female,1190,Dark,2,0
441,441,Male,9781,Dark,2,0
442,442,Male,1377,Light,2,0
443,443,Female,1588,Dark,1,0
444,444,Male,7507,Dark,3,0
445,445,Female,154,Dark,4,1
446,446,Female,1684,Mid,3,0
447,447,Male,9809,Mid,2,0
448,448,Male,7423,Light,1,0
449,449,Female,2843,Mid,3,0
450,450,Male,3857,Mid,3,0
451,451,Male,7422,Dark,1,0
452,452,Male,8049,Albino,1,0
453,453,Male,375,Mid,2,0
454,454,Male,3514,Dark,3,0
455,455,Male,792,Dark,3,0
456,456,Male,957,Mid,4,0
457,457,Male,6117,Light,3,0
458,458,Male,6776,Dark,3,0
459,459,Male,4019,Dark,1,0
460,460,Female,123,Light,5,0
461,461,Male,4335,Dark,2,0
462,462,Male,4085,Dark,3,0
463,463,Male,5953,Mid,2,0
464,464,Female,9057,Dark,2,0
465,465,Male,4839,Light,3,0
466,466,Female,2385,Mid,2,0
467,467,Male,3143,Light,3,0
468,468,Male,7634,Dark,1,0
469,469,Female,8082,Light,1,0
470,470,Male,8882,Dark,3,0
471,471,Female,8449,Dark,2,0
472,472,Male,6695,Dark,3,0
473,473,Female,2500,Light,2,0
474,474,Female,653,Dark,2,0
475,475,Female,8040,Albino,1,0
476,476,Male,7613,Mid,4,0
477,477,Female,9053,Mid,2,0
478,478,Male,7826,Dark,2,0
479,479,Female,3060,Light,2,0
480,480,Male,788,Mid,3,0
481,481,Female,9552,Light,2,0
482,482,Female,3738,Light,2,0
483,483,Male,6721,Light,2,0
484,484,Male,8909,Dark,2,0
485,485,Male,1792,Mid,4,0
486,486,Female,1733,Mid,2,0
487,487,Male,8043,Dark,1,0
488,488,Female,2363,Mid,3,1
489,489,Male,7485,Dark,2,0
490,490,Female,656,Light,2,0
491,491,Female,1988,Light,3,0
492,492,Male,7475,Light,3,0
493,493,Female,1716,Dark,2,0
494,494,Male,5165,Light,2,0
495,495,Male,4325,Dark,2,0
496,496,Male,6771,Mid,4,0
497,497,Male,6594,Light,2,0
498,498,Female,1214,Light,2,0
499,499,Female,414,Light,3,0
500,500,Female,2778,Mid,1,0
501,501,Female,197,Mid,2,1
502,502,Male,6975,Light,3,0
503,503,Male,5115,Light,2,0
504,504,Female,165,Dark,3,1
505,505,Male,6978,Mid,2,0
506,506,Male,9667,Mid,2,0
507,507,Female,3106,Mid,2,0
508,508,Male,8948,Mid,2,0
509,509,Female,9520,Dark,2,0
510,510,Male,9,Mid,0,0
511,511,Male,9967,Mid,2,0
512,512,Male,4995,Dark,2,0
513,513,Male,8053,Light,1,0
514,514,Female,2797,Albino,3,0
515,515,Male,7006,Albino,2,0
516,516,Male,1384,Mid,3,0
517,517,Male,7243,Mid,3,0
518,518,Male,7969,Mid,3,0
519,519,Male,8083,Light,1,0
520,520,Male,4809,Light,3,0
521,521,Female,2155,Albino,1,0
522,522,Female,2330,Light,2,0
523,523,Male,4379,Mid,2,0
524,524,Male,3205,Dark,2,0
525,525,Female,2430,Mid,4,1
526,526,Male,2362,Albino,2,0
527,527,Female,1646,Light,3,0
528,528,Female,8072,Light,1,0
529,529,Female,8038,Mid,1,0
530,530,Female,2167,Mid,1,0
531,531,Male,8944,Dark,2,0
532,532,Female,8058,Dark,1,0
533,533,Male,936,Light,2,0
534,534,Female,600,Dark,2,0
535,535,Male,6650,Mid,3,0
536,536,Male,4886,Dark,3,0
537,537,Female,740,Dark,2,0
538,538,Female,5752,Mid,3,0
539,539,Male,6602,Albino,3,0
540,540,Male,9146,Light,2,0
541,541,Male,5149,Light,3,0
542,542,Male,3528,Mid,4,0
543,543,Male,6719,Mid,3,0
544,544,Male,8047,Mid,1,0
545,545,Female,8001,Dark,2,0
546,546,Male,5262,Mid,3,0
547,547,Female,8947,Mid,2,0
548,548,Female,9431,Dark,2,0
549,549,Male,4430,Albino,1,0
550,550,Male,860,Mid,2,0
551,551,Male,7832,Mid,2,0
552,552,Male,5963,Mid,3,0
553,553,Female,6509,Dark,2,0
554,554,Female,9575,Dark,2,0
555,555,Male,9188,Dark,3,0
556,556,Male,9626,Dark,2,0
557,557,Male,6781,Dark,3,0
558,558,Male,9066,Albino,2,0
559,559,Female,8077,Mid,1,0
560,560,Female,2351,Mid,2,0
561,561,Male,795,Mid,2,0
562,562,Male,1042,Mid,3,0
563,563,Female,2544,Light,4,1
564,564,Male,1853,Dark,2,0
565,565,Male,4508,Mid,1,0
566,566,Female,8092,Mid,1,0
567,567,Male,8021,Dark,2,0
568,568,Male,7629,Albino,2,0
569,569,Female,8917,Mid,2,0
570,570,Male,7644,Albino,3,0
571,571,Female,644,Light,2,0
572,572,Male,7452,Dark,2,0
573,573,Female,1266,Mid,3,1
574,574,Male,7370,Light,2,0
575,575,Female,9432,Light,2,0
576,576,Female,3713,Albino,2,0
577,577,Male,942,Mid,2,0
578,578,Male,3768,Mid,2,0
579,579,Female,1741,Dark,2,1
580,580,Female,3665,Dark,2,0
581,581,Female,1210,Mid,3,0
582,582,Male,8027,Dark,1,0
583,583,Male,7487,Light,2,0
584,584,Female,2399,Dark,2,0
585,585,Female,748,Dark,2,1
586,586,Female,5418,Light,2,0
587,587,Male,7597,Light,2,0
588,588,Female,3280,Dark,5,1
589,589,Female,9152,Mid,4,0
590,590,Female,2602,Dark,2,0
591,591,Male,7209,Light,3,0
592,592,Male,3226,Dark,3,0
593,593,Female,236,Mid,3,0
594,594,Male,8848,Light,2,0
595,595,Male,8609,Dark,2,0
596,596,Female,1917,Mid,3,1
597,597,Female,1086,Dark,2,0
598,598,Female,1232,Albino,3,1
599,599,Male,9148,Mid,2,0
600,600,Female,8813,Light,2,0
601,601,Female,8502,Dark,3,0
602,602,Female,8823,Light,2,0
603,603,Female,1690,Albino,3,0
604,604,Female,9577,Mid,2,0
605,605,Male,2439,Mid,5,0
606,606,Female,8363,Light,3,0
607,607,Male,8448,Mid,3,0
608,608,Male,6546,Light,2,0
609,609,Male,6326,Light,2,0
610,610,Male,4758,Mid,3,0
611,611,Female,8030,Mid,1,0
612,612,Male,7951,Albino,3,0
613,613,Male,6230,Light,2,0
614,614,Female,8032,Albino,1,0
615,615,Male,8304,Mid,2,0
616,616,Female,1635,Light,3,0
617,617,Male,4879,Dark,3,0
618,618,Female,8420,Dark,2,0
619,619,Male,6055,Mid,4,0
620,620,Female,2826,Mid,2,0
621,621,Male,3302,Mid,5,1
622,622,Male,1858,Dark,4,0
623,623,Male,3750,Mid,4,1
624,624,Male,8757,Dark,3,0
625,625,Male,6883,Mid,4,0
626,626,Male,1477,Mid,2,0
627,627,Male,4933,Albino,1,0
628,628,Female,5430,Albino,4,0
629,629,Male,4511,Mid,1,0
630,630,Male,5580,Mid,2,0
631,631,Female,8650,Mid,3,0
632,632,Male,7672,Mid,2,0
633,633,Male,940,Mid,4,0
634,634,Male,9407,Light,2,0
635,635,Alien,18,Alien,2,0
636,636,Male,6215,Mid,3,0
637,637,Female,2667,Mid,2,0
638,638,Male,763,Mid,4,0
639,639,Male,7787,Dark,3,0
640,640,Male,7860,Light,2,0
641,641,Female,6,Light,0,0
642,642,Female,742,Mid,2,0
643,643,Male,4263,Mid,3,0
644,644,Male,9327,Albino,2,0
645,645,Male,7253,Light,4,0
646,646,Female,5760,Dark,4,0
647,647,Female,8110,Albino,1,0
648,648,Male,1809,Light,3,0
649,649,Male,6572,Mid,4,0
650,650,Male,1869,Dark,2,0
651,651,Male,7424,Light,1,0
652,652,Male,5845,Dark,3,0
653,653,Female,1534,Mid,2,0
654,654,Female,1279,Light,3,1
655,655,Male,6221,Light,2,0
656,656,Male,4350,Light,3,0
657,657,Male,6603,Mid,4,0
658,658,Female,9248,Albino,2,0
659,659,Female,3372,Albino,3,0
660,660,Female,5411,Dark,4,1
661,661,Male,7296,Dark,2,0
662,662,Male,3204,Albino,2,0
663,663,Male,8081,Dark,1,0
664,664,Female,3701,Light,2,0
665,665,Male,2519,Mid,3,0
666,666,Female,9710,Light,2,0
667,667,Female,9059,Mid,2,0
668,668,Female,8372,Mid,2,0
669,669,Female,9258,Mid,2,0
670,670,Female,8069,Dark,1,0
671,671,Female,2243,Dark,3,1
672,672,Female,1718,Light,2,0
673,673,Male,9013,Mid,2,0
674,674,Male,9675,Albino,2,0
675,675,Female,9110,Dark,2,0
676,676,Male,4373,Dark,3,0
677,677,Female,7844,Light,3,0
678,678,Male,7595,Dark,2,0
679,679,Male,2923,Mid,3,0
680,680,Male,5051,Dark,2,0
681,681,Male,2168,Mid,1,0
682,682,Female,2510,Mid,3,0
683,683,Female,7946,Albino,3,1
684,684,Female,705,Mid,4,1
685,685,Male,9171,Mid,2,0
686,686,Male,3299,Mid,5,0
687,687,Male,7609,Light,2,0
688,688,Female,2556,Dark,1,0
689,689,Female,6454,Dark,4,0
690,690,Male,9620,Light,3,0
691,691,Female,9657,Mid,3,0
692,692,Male,7174,Mid,2,0
693,693,Male,8019,Dark,3,0
694,694,Male,9735,Light,2,0
695,695,Female,3614,Mid,2,0
696,696,Female,5387,Light,3,0
697,697,Female,9717,Dark,2,0
698,698,Male,4974,Light,2,0
699,699,Male,8089,Dark,1,0
700,700,Male,9068,Dark,2,0
701,701,Male,7238,Light,2,0
702,702,Male,7391,Light,2,0
703,703,Male,7817,Light,2,0
704,704,Male,4215,Mid,3,0
705,705,Male,8769,Mid,2,0
706,706,Female,217,Mid,1,0
707,707,Female,991,Mid,3,0
708,708,Female,2845,Dark,2,0
709,709,Male,7508,Dark,3,0
710,710,Male,6625,Mid,4,0
711,711,Male,5508,Albino,3,0
712,712,Female,2846,Light,2,0
713,713,Male,7631,Dark,2,0
714,714,Female,2018,Mid,4,1
715,715,Male,7025,Light,3,0
716,716,Male,4273,Mid,4,0
717,717,Female,5796,Light,3,1
718,718,Male,934,Mid,2,0
719,719,Female,744,Mid,3,1
720,720,Male,4783,Albino,2,0
721,721,Female,2347,Dark,2,0
722,722,Male,6826,Dark,3,0
723,723,Male,9555,Mid,2,0
724,724,Female,1964,Light,2,0
725,725,Male,6958,Albino,2,0
726,726,Male,5881,Mid,4,0
727,727,Female,3089,Dark,2,0
728,728,Female,8223,Light,3,0
729,729,Female,2738,Albino,2,0
730,730,Male,9895,Light,3,0
731,731,Male,7090,Dark,2,0
732,732,Female,3657,Light,1,0
733,733,Female,9763,Light,3,0
734,734,Male,9240,Mid,2,0
735,735,Male,1466,Mid,4,0
736,736,Female,8912,Mid,4,0
737,737,Female,8447,Dark,3,0
738,738,Male,4543,Mid,1,0
739,739,Female,8116,Mid,1,0
740,740,Male,9149,Mid,2,0
741,741,Male,5,Dark,0,0
742,742,Male,8115,Light,1,0
743,743,Male,6101,Dark,3,0
744,744,Female,206,Light,2,0
745,745,Male,6649,Mid,3,0
746,746,Female,3581,Mid,2,0
747,747,Male,8161,Mid,2,0
748,748,Male,9373,Dark,2,0
749,749,Female,3008,Dark,2,0
750,750,Male,6233,Dark,3,0
751,751,Male,9356,Mid,3,0
752,752,Male,8101,Mid,1,0
753,753,Female,9574,Albino,2,0
754,754,Male,8979,Light,4,0
755,755,Female,24,Albino,6,1
756,756,Female,5630,Albino,2,0
757,757,Female,9706,Dark,3,0
758,758,Female,4556,Dark,3,0
759,759,Female,2987,Dark,2,0
760,760,Female,9430,Albino,2,0
761,761,Female,2681,Dark,2,0
762,762,Male,3215,Albino,1,0
763,763,Male,8079,Mid,1,0
764,764,Male,8664,Mid,2,0
765,765,Male,4901,Mid,3,0
766,766,Female,8750,Mid,3,0
767,767,Female,3714,Light,3,1
768,768,Male,4690,Light,4,0
769,769,Male,2868,Mid,2,0
770,770,Male,6399,Dark,3,0
771,771,Male,8006,Mid,3,0
772,772,Male,4875,Light,2,0
773,773,Female,2734,Albino,3,0
774,774,Male,7511,Mid,3,0
775,775,Male,7757,Mid,2,0
776,776,Female,3726,Dark,2,0
777,777,Male,924,Mid,4,0
778,778,Female,2477,Albino,3,0
779,779,Male,8147,Albino,2,0
780,780,Female,1667,Dark,2,0
781,781,Male,3918,Light,4,0
782,782,Female,2249,Light,2,0
783,783,Male,9207,Light,2,0
784,784,Male,2861,Light,4,0
785,785,Male,9469,Mid,2,0
786,786,Male,2094,Light,3,0
787,787,Male,4745,Mid,3,0
788,788,Male,8378,Light,4,0
789,789,Female,8028,Light,1,0
