,id,types,rarity,skin,total_traits,traits
101,201,Female,2996,Mid,4,"Blue Eye Shadow,Cigarette,Dark Hair,Hot Lipstick"
102,202,Female,8691,Light,3,"Earring,Headband,Purple Lipstick"
103,203,Male,6082,Light,3,"Front Beard,Messy Hair,Regular Shades"
104,204,Male,8749,Mid,2,"Crazy Hair,Regular Shades"
105,205,Male,6829,Mid,3,"Big Shades,Mohawk Dark,Normal Beard Black"
106,206,Male,4087,Light,3,"Cap Forward,Cigarette,Clown Nose"
107,207,Male,7616,Light,3,"Eye Patch,Peak Spike,Pipe"
108,208,Male,6321,Mid,3,"3D Glasses,Earring,Shaved Head"
109,209,Female,9856,Dark,2,"Hot Lipstick,Stringy Hair"
110,210,Female,2708,Mid,2,"Earring,Straight Hair Dark,Hidden Earring"
111,211,Male,7320,Dark,2,"Goat,Mohawk Thin"
112,212,Female,8822,Dark,2,"Crazy Hair,Hot Lipstick"
113,213,Female,8046,Mid,1,Crazy Hair
114,214,Male,5128,Dark,2,"Front Beard Dark,Mohawk"
115,215,Female,8076,Mid,1,Mohawk
116,216,Male,8117,Mid,1,Bandana
117,217,Male,6210,Mid,3,"Chinstrap,Earring,Mohawk Dark"
118,218,Male,5511,Light,4,"Cap,Handlebars,Mole,Regular Shades"
119,219,Female,1062,Dark,4,"Bandana,Clown Eyes Blue,Earring,Rosy Cheeks"
120,220,Male,8652,Albino,2,"Big Shades,Headband"
121,221,Male,7758,Dark,4,"Cigarette,Classic Shades,Muttonchops,Stringy Hair"
122,222,Male,7395,Light,3,"Do-rag,Pipe,Small Shades"
123,223,Male,6982,Light,3,"Crazy Hair,Nerd Glasses,Normal Beard"
124,224,Male,8669,Light,4,"Cigarette,Earring,Headband,Nerd Glasses"
125,225,Female,311,Mid,3,"Earring,Hot Lipstick,Orange Side,Hidden Earring"
126,226,Female,4534,Mid,1,Hot Lipstick
127,227,Female,1270,Mid,1,Wild White Hair
128,228,Male,7663,Mid,2,"Peak Spike,Small Shades"
129,229,Male,9727,Light,2,"Cigarette,Messy Hair"
130,230,Male,6429,Dark,2,"Knitted Cap,Luxurious Beard"
131,231,Female,7915,Mid,3,"Earring,Pipe,Stringy Hair"
132,232,Female,5688,Dark,2,"Blue Eye Shadow,Wild Hair"
133,233,Female,9978,Albino,2,"Bandana,Hot Lipstick"
134,234,Male,8910,Light,2,"Knitted Cap,Nerd Glasses"
135,235,Male,9461,Light,2,"Cigarette,Frumpy Hair"
136,236,Male,2121,Light,2,"Muttonchops,Vampire Hair"
137,237,Male,9165,Dark,2,"Mohawk,Regular Shades"
138,238,Female,2577,Mid,2,"Clown Eyes Green,Straight Hair Dark"
139,239,Male,5213,Dark,3,"Frown,Goat,Mohawk"
140,240,Female,1674,Mid,2,"Big Shades,Straight Hair Blonde"
141,241,Female,1590,Light,1,Wild Blonde
142,242,Female,9827,Dark,2,"Black Lipstick,Stringy Hair"
143,243,Male,3947,Light,4,"Cigarette,Earring,Front Beard,Police Cap"
144,244,Female,9513,Light,3,"Purple Lipstick,Regular Shades,Wild Hair"
145,245,Female,3025,Dark,1,Dark Hair
146,246,Male,6555,Albino,3,"Bandana,Earring,Luxurious Beard"
147,247,Female,5762,Dark,2,"Green Eye Shadow,Mohawk Dark"
148,248,Female,5424,Dark,2,"Messy Hair,Purple Eye Shadow"
149,249,Female,280,Light,1,Orange Side
150,250,Female,8409,Mid,3,"Clown Eyes Green,Earring,Frumpy Hair,Hidden Earring"
151,251,Female,5763,Light,2,"Green Eye Shadow,Mohawk Dark"
152,252,Male,4772,Albino,2,"Cap Forward,Mole"
153,253,Female,1145,Dark,2,"Blonde Short,Clown Eyes Green"
154,254,Male,3854,Light,1,Fedora
155,255,Male,6584,Light,2,"Mustache,Shaved Head"
156,256,Male,3781,Dark,4,"Earring,Eye Patch,Fedora,Vape"
157,257,Male,5261,Light,2,"Cap,Frown"
158,258,Male,4604,Mid,2,"Cap Forward,Handlebars"
159,259,Male,4674,Light,3,"Cap Forward,Earring,Eye Mask"
160,260,Male,3167,Dark,2,"3D Glasses,Purple Hair"
161,261,Female,1319,Dark,2,"Black Lipstick,Wild White Hair"
162,262,Female,1167,Dark,2,"Blonde Short,Regular Shades"
163,263,Male,7741,Albino,2,"Messy Hair,Muttonchops"
164,264,Female,1339,Albino,2,"Earring,Wild White Hair,Hidden Earring"
165,265,Male,3391,Dark,3,"Cap Forward,Earring,Gold Chain"
166,266,Male,7435,Dark,3,"Do-rag,Earring,Small Shades"
167,267,Male,3748,Dark,2,"Clown Nose,Fedora"
168,268,Female,8052,Light,1,Knitted Cap
169,269,Male,4840,Dark,4,"Earring,Hoodie,Luxurious Beard,Small Shades,Hidden Earring"
170,270,Female,2221,Mid,2,"Clown Eyes Blue,Red Mohawk"
171,271,Male,8109,Mid,1,Stringy Hair
172,272,Male,393,Mid,2,"Buck Teeth,Messy Hair"
173,273,Male,4761,Light,2,"Big Shades,Cap Forward"
174,274,Male,5512,Light,4,"Cap,Earring,Handlebars,Regular Shades"
175,275,Female,5432,Mid,3,"Purple Eye Shadow,Purple Lipstick,Stringy Hair"
176,276,Female,8044,Light,1,Crazy Hair
177,277,Female,2162,Light,1,Red Mohawk
178,278,Female,2661,Albino,2,"Black Lipstick,Straight Hair Dark"
179,279,Female,1527,Mid,3,"Blue Eye Shadow,Purple Lipstick,Straight Hair Blonde"
180,280,Male,4538,Albino,1,Earring
181,281,Male,7,Light,0,
182,282,Female,2601,Albino,2,"Classic Shades,Straight Hair Dark"
183,283,Female,9453,Light,2,"Frumpy Hair,Hot Lipstick"
184,284,Male,8067,Albino,1,Mohawk Thin
185,285,Female,3101,Light,2,"Dark Hair,Purple Lipstick"
186,286,Male,7336,Albino,2,"Goat,Wild Hair"
187,287,Female,5391,Albino,3,"Cigarette,Mohawk,Purple Eye Shadow"
188,288,Male,7419,Albino,1,Shaved Head
189,289,Female,9091,Mid,2,"Eye Patch,Mohawk Thin"
190,290,Female,1591,Mid,1,Wild Blonde
191,291,Male,9340,Mid,2,"Earring,Mohawk Thin"
192,292,Female,3716,Light,2,"Black Lipstick,Tassle Hat"
193,293,Male,5565,Light,2,"Handlebars,Mohawk Dark"
194,294,Male,4980,Dark,3,"Big Shades,Earring,Hoodie,Hidden Earring"
195,295,Male,5236,Mid,2,"Frown,Shaved Head"
196,296,Male,8078,Mid,1,Mohawk Thin
197,297,Male,7686,Mid,2,"Crazy Hair,Muttonchops"
198,298,Female,2163,Light,1,Half Shaved
199,299,Male,7389,Dark,2,"Do-rag,Muttonchops"
200,300,Male,7277,Light,2,"Goat,Headband"
201,301,Female,2014,Albino,3,"Green Eye Shadow,Hot Lipstick,Red Mohawk"
202,302,Female,5717,Mid,3,"Bandana,Blue Eye Shadow,Purple Lipstick"
203,303,Female,2379,Dark,2,"Purple Lipstick,Red Mohawk"
204,304,Male,7793,Mid,2,"Peak Spike,Shadow Beard"
205,305,Female,2144,Albino,3,"Blonde Bob,Purple Lipstick,VR"
206,306,Female,5939,Light,2,"Vape,Wild Hair"
207,307,Male,6231,Mid,2,"Chinstrap,Frumpy Hair"
208,308,Male,9646,Light,3,"Horned Rim Glasses,Messy Hair,Mole"
209,309,Male,7559,Mid,2,"Big Shades,Shaved Head"
210,310,Male,5949,Dark,4,"Bandana,Classic Shades,Earring,Vape"
211,311,Male,6067,Light,2,"Front Beard,Frumpy Hair"
212,312,Male,4628,Light,2,"Cap Forward,Chinstrap"
213,313,Female,9052,Light,2,"Mohawk Dark,Purple Lipstick"
214,314,Male,3996,Albino,2,"Eye Mask,Police Cap"
215,315,Female,1317,Mid,3,"Black Lipstick,Cigarette,Wild White Hair"
216,316,Female,8112,Dark,1,Bandana
217,317,Male,5192,Mid,3,"Bandana,Chinstrap,Frown"
218,318,Female,9975,Albino,3,"Bandana,Cigarette,Hot Lipstick"
219,319,Female,2705,Light,2,"Earring,Straight Hair Dark,Hidden Earring"
220,320,Male,8105,Dark,1,Stringy Hair
221,321,Male,7636,Mid,1,Peak Spike
222,322,Female,695,Mid,3,"Black Lipstick,Clown Eyes Green,Pink With Hat"
223,323,Male,8059,Dark,1,Mohawk Dark
224,324,Female,2392,Albino,3,"Blonde Bob,Earring,Hot Lipstick,Hidden Earring"
225,325,Male,3972,Dark,3,"Mustache,Police Cap,Small Shades"
226,326,Female,1333,Dark,3,"Earring,Hot Lipstick,Wild White Hair,Hidden Earring"
227,327,Male,8041,Albino,1,Crazy Hair
228,328,Male,9931,Light,2,"Bandana,Horned Rim Glasses"
229,329,Female,9757,Mid,2,"Bandana,Eye Patch"
230,330,Male,8358,Mid,2,"Clown Eyes Green,Knitted Cap"
231,331,Female,3722,Albino,3,"Earring,Purple Lipstick,Tassle Hat,Hidden Earring"
232,332,Male,9803,Dark,2,"Horned Rim Glasses,Stringy Hair"
233,333,Female,1503,Light,3,"Purple Eye Shadow,Purple Lipstick,Straight Hair Blonde"
234,334,Male,1865,Dark,2,"Big Beard,Wild Hair"
235,335,Male,2561,Mid,1,Clown Hair Green
236,336,Male,807,Mid,3,"Nerd Glasses,Normal Beard,Top Hat"
237,337,Male,8085,Mid,1,Frumpy Hair
238,338,Male,8310,Light,2,"Messy Hair,Small Shades"
239,339,Female,3361,Albino,5,"Big Shades,Black Lipstick,Cap,Earring,Mole"
240,340,Male,3516,Mid,4,"3D Glasses,Headband,Medical Mask,Muttonchops"
241,341,Female,9734,Light,2,"Earring,Messy Hair"
242,342,Female,9907,Light,2,"Bandana,Regular Shades"
243,343,Male,4049,Light,2,"Police Cap,Shadow Beard"
244,344,Male,75,Dark,1,Beanie
245,345,Female,3744,Mid,2,"Earring,Tassle Hat,Hidden Earring"
246,346,Male,3218,Mid,1,Purple Hair
247,347,Male,8900,Mid,2,"Horned Rim Glasses,Knitted Cap"
248,348,Female,1084,Light,3,"Messy Hair,Nerd Glasses,Rosy Cheeks"
249,349,Male,5112,Dark,3,"Earring,Front Beard Dark,Mohawk Dark"
250,350,Female,8108,Mid,1,Stringy Hair
251,351,Male,3194,Light,3,"Goat,Mole,Purple Hair"
252,352,Female,2759,Mid,2,"Green Eye Shadow,Straight Hair"
253,353,Female,5832,Light,2,"Bandana,Green Eye Shadow"
254,354,Male,4072,Albino,2,"Cigarette,Police Cap"
255,355,Female,1220,Albino,4,"Black Lipstick,Gold Chain,Green Eye Shadow,Wild White Hair"
256,356,Male,8107,Light,1,Stringy Hair
257,357,Female,3742,Dark,2,"Earring,Tassle Hat,Hidden Earring"
258,358,Male,6373,Light,3,"Luxurious Beard,Mohawk,Small Shades"
259,359,Female,9713,Albino,2,"Hot Lipstick,Messy Hair"
260,360,Male,6902,Mid,2,"Bandana,Normal Beard Black"
261,361,Male,8063,Mid,1,Mohawk Dark
262,362,Male,7104,Mid,3,"Eye Mask,Peak Spike,Shadow Beard"
263,363,Male,1452,Albino,3,"Cowboy Hat,Nerd Glasses,Shadow Beard"
264,364,Male,4874,Albino,2,"Hoodie,Normal Beard Black"
265,365,Male,6922,Light,2,"Do-rag,Normal Beard"
266,366,Male,7157,Mid,3,"Earring,Eye Mask,Mohawk"
267,367,Male,2557,Dark,1,Clown Hair Green
268,368,Female,9449,Mid,2,"Frumpy Hair,Purple Lipstick"
269,369,Male,3801,Light,3,"Earring,Fedora,Luxurious Beard"
270,370,Male,1050,Dark,4,"Cigarette,Peak Spike,Rosy Cheeks,Small Shades"
271,371,Female,8084,Mid,1,Frumpy Hair
272,372,Ape,36,Ape,1,Cap Forward
273,373,Male,8707,Dark,2,"Earring,Headband"
274,374,Female,8599,Dark,2,"Bandana,Clown Eyes Blue"
275,375,Female,5804,Light,2,"Green Eye Shadow,Wild Hair"
276,376,Female,2329,Light,2,"Half Shaved,Nerd Glasses"
277,377,Male,3353,Albino,5,"Cigarette,Earring,Headband,Normal Beard,Regular Shades"
278,378,Female,9466,Dark,2,"Earring,Frumpy Hair,Hidden Earring"
279,379,Female,9283,Light,3,"Earring,Mohawk Thin,Purple Lipstick"
280,380,Female,9560,Light,3,"Black Lipstick,Earring,Wild Hair,Hidden Earring"
281,381,Female,8926,Light,2,"Knitted Cap,Purple Lipstick"
282,382,Female,194,Light,2,"Cigarette,Pilot Helmet"
283,383,Female,1554,Mid,2,"Green Eye Shadow,Straight Hair Blonde"
284,384,Female,9879,Mid,3,"Bandana,Classic Shades,Purple Lipstick"
285,385,Female,139,Mid,2,"Choker,Wild Hair"
286,386,Male,7599,Mid,2,"Do-rag,Earring"
287,387,Male,3387,Mid,3,"Cap Forward,Gold Chain,Pipe"
288,388,Female,1618,Mid,3,"Clown Eyes Blue,Hot Lipstick,Straight Hair Blonde"
289,389,Male,1048,Light,2,"Do-rag,Rosy Cheeks"
290,390,Female,8098,Light,1,Messy Hair
291,391,Female,1569,Dark,3,"Black Lipstick,Eye Mask,Wild Blonde"
292,392,Male,7426,Mid,1,Shaved Head
293,393,Male,4700,Light,3,"Cap Forward,Cigarette,VR"
294,394,Female,749,Light,2,"Earring,Pink With Hat,Hidden Earring"
295,395,Male,4669,Light,3,"Cap Forward,Earring,Normal Beard"
296,396,Female,1592,Mid,1,Straight Hair Blonde
297,397,Male,1432,Mid,1,Cowboy Hat
298,398,Male,8113,Dark,1,Bandana
299,399,Male,3221,Dark,2,"Purple Hair,Small Shades"
300,400,Female,1945,Mid,3,"Blonde Bob,Purple Eye Shadow,Purple Lipstick"
301,401,Male,1859,Dark,3,"Big Beard,Earring,Frumpy Hair"
302,402,Male,5129,Dark,2,"Front Beard Dark,Mohawk Thin"
303,403,Male,2604,Dark,2,"Classic Shades,Clown Hair Green"
304,404,Female,257,Light,3,"Cigarette,Orange Side,Silver Chain"
305,405,Female,8100,Mid,1,Messy Hair
306,406,Male,4989,Dark,2,"Hoodie,Nerd Glasses"
307,407,Female,1713,Light,3,"Earring,Purple Lipstick,Wild Blonde"
308,408,Male,4707,Dark,1,Cap Forward
309,409,Female,8916,Light,2,"Black Lipstick,Knitted Cap"
310,410,Male,8608,Albino,2,"Eye Patch,Headband"
311,411,Female,8549,Light,3,"Black Lipstick,Clown Eyes Blue,Wild Hair"
312,412,Male,3231,Albino,3,"Classic Shades,Earring,Purple Hair,Hidden Earring"
313,413,Female,2775,Albino,1,Straight Hair
314,414,Male,841,Light,3,"Earring,Shadow Beard,Top Hat"
315,415,Male,3925,Light,4,"Frown,Mole,Police Cap,Small Shades"
316,416,Male,4229,Dark,3,"Cigarette,Hoodie,Smile"
317,417,Female,2555,Dark,1,Straight Hair Dark
318,418,Female,1254,Dark,3,"Black Lipstick,Vape,Wild White Hair"
319,419,Female,9999,Mid,2,"Bandana,Earring"
320,420,Male,8831,Albino,2,"Crazy Hair,Earring"
321,421,Male,6079,Mid,2,"Front Beard,Wild Hair"
322,422,Female,2985,Light,4,"Dark Hair,Earring,Purple Eye Shadow,Purple Lipstick,Hidden Earring"
323,423,Male,7451,Dark,2,"Clown Eyes Blue,Shaved Head"
324,424,Male,4912,Albino,3,"Hoodie,Muttonchops,Regular Shades"
325,425,Female,9643,Dark,3,"Black Lipstick,Horned Rim Glasses,Messy Hair"
326,426,Male,7804,Dark,2,"Big Shades,Peak Spike"
327,427,Female,8096,Dark,1,Messy Hair
328,428,Female,4397,Dark,1,Purple Eye Shadow
329,429,Male,3917,Mid,2,"Police Cap,Smile"
330,430,Female,3099,Dark,3,"Dark Hair,Earring,Purple Lipstick,Hidden Earring"
331,431,Female,8658,Dark,2,"Headband,Horned Rim Glasses"
332,432,Male,9723,Mid,3,"Cigarette,Earring,Messy Hair"
333,433,Male,7014,Mid,4,"Earring,Mohawk Thin,Normal Beard,Regular Shades"
334,434,Male,7169,Albino,2,"Eye Mask,Frumpy Hair"
335,435,Male,7718,Mid,2,"Mohawk Thin,Muttonchops"
336,436,Male,3492,Mid,1,Medical Mask
337,437,Male,5086,Light,3,"Crazy Hair,Eye Patch,Front Beard Dark"
338,438,Female,8062,Mid,1,Mohawk Dark
339,439,Male,8872,Mid,2,"Knitted Cap,Shadow Beard"
340,440,Female,1190,Dark,2,"Black Lipstick,Blonde Short"
341,441,Male,9781,Dark,2,"Shadow Beard,Stringy Hair"
342,442,Male,1377,Light,2,"Cowboy Hat,Front Beard"
343,443,Female,1588,Dark,1,Wild Blonde
344,444,Male,7507,Dark,3,"Do-rag,Earring,Shadow Beard"
345,445,Female,154,Dark,4,"Earring,Pilot Helmet,Pipe,Purple Lipstick,Hidden Earring"
346,446,Female,1684,Mid,3,"Cigarette,Nerd Glasses,Straight Hair Blonde"
347,447,Male,9809,Mid,2,"Big Shades,Stringy Hair"
348,448,Male,7423,Light,1,Shaved Head
349,449,Female,2843,Mid,3,"Cigarette,Purple Lipstick,Straight Hair"
350,450,Male,3857,Mid,3,"Cigarette,Fedora,Small Shades"
351,451,Male,7422,Dark,1,Do-rag
352,452,Male,8049,Albino,1,Knitted Cap
353,453,Male,375,Mid,2,"Buck Teeth,Cap"
354,454,Male,3514,Dark,3,"Chinstrap,Medical Mask,Messy Hair"
355,455,Male,792,Dark,3,"Luxurious Beard,Top Hat,VR"
356,456,Male,957,Mid,4,"Earring,Mohawk Thin,Nerd Glasses,Spots"
357,457,Male,6117,Light,3,"3D Glasses,Chinstrap,Knitted Cap"
358,458,Male,6776,Dark,3,"Cap,Earring,Normal Beard Black"
359,459,Male,4019,Dark,1,Police Cap
360,460,Female,123,Light,5,"Black Lipstick,Choker,Classic Shades,Earring,Mohawk Dark"
361,461,Male,4335,Dark,2,"Knitted Cap,Smile"
362,462,Male,4085,Dark,3,"Cap Forward,Clown Nose,Regular Shades"
363,463,Male,5953,Mid,2,"Bandana,Vape"
364,464,Female,9057,Dark,2,"Hot Lipstick,Mohawk Dark"
365,465,Male,4839,Light,3,"3D Glasses,Hoodie,Pipe"
366,466,Female,2385,Mid,2,"Blonde Bob,Purple Lipstick"
367,467,Male,3143,Light,3,"Classic Shades,Front Beard,Purple Hair"
368,468,Male,7634,Dark,1,Peak Spike
369,469,Female,8082,Light,1,Frumpy Hair
370,470,Male,8882,Dark,3,"Big Shades,Knitted Cap,Mole"
371,471,Female,8449,Dark,2,"Clown Eyes Green,Stringy Hair"
372,472,Male,6695,Dark,3,"Mustache,Regular Shades,Wild Hair"
373,473,Female,2500,Light,2,"Green Eye Shadow,Straight Hair Dark"
374,474,Female,653,Dark,2,"Cigarette,Pigtails"
375,475,Female,8040,Albino,1,Crazy Hair
376,476,Male,7613,Mid,4,"Mohawk,Muttonchops,Nerd Glasses,Pipe"
377,477,Female,9053,Mid,2,"Mohawk Dark,Purple Lipstick"
378,478,Male,7826,Dark,2,"Cigarette,Peak Spike"
379,479,Female,3060,Light,2,"Dark Hair,Regular Shades"
380,480,Male,788,Mid,3,"Chinstrap,Earring,Top Hat"
381,481,Female,9552,Light,2,"Nerd Glasses,Wild Hair"
382,482,Female,3738,Light,2,"Hot Lipstick,Tassle Hat"
383,483,Male,6721,Light,2,"Mustache,Stringy Hair"
384,484,Male,8909,Dark,2,"Knitted Cap,Nerd Glasses"
385,485,Male,1792,Mid,4,"3D Glasses,Big Beard,Earring,Headband"
386,486,Female,1733,Mid,2,"Hot Lipstick,Straight Hair Blonde"
387,487,Male,8043,Dark,1,Crazy Hair
388,488,Female,2363,Mid,3,"Earring,Half Shaved,Mole,Hidden Earring"
389,489,Male,7485,Dark,2,"Classic Shades,Do-rag"
390,490,Female,656,Light,2,"Earring,Pigtails"
391,491,Female,1988,Light,3,"Blue Eye Shadow,Half Shaved,Hot Lipstick"
392,492,Male,7475,Light,3,"Classic Shades,Shadow Beard,Shaved Head"
393,493,Female,1716,Dark,2,"Purple Lipstick,Wild Blonde"
394,494,Male,5165,Light,2,"Front Beard Dark,Stringy Hair"
395,495,Male,4325,Dark,2,"Crazy Hair,Smile"
396,496,Male,6771,Mid,4,"Cap,Earring,Normal Beard Black,Small Shades"
397,497,Male,6594,Light,2,"Mustache,Peak Spike"
398,498,Female,1214,Light,2,"Blonde Short,Earring"
399,499,Female,414,Light,3,"Cigarette,Straight Hair Blonde,Welding Goggles"
400,500,Female,2778,Mid,1,Straight Hair
401,501,Female,197,Mid,2,"Earring,Pilot Helmet,Hidden Earring"
402,502,Male,6975,Light,3,"Earring,Headband,Normal Beard"
403,503,Male,5115,Light,2,"Front Beard Dark,Mohawk Dark"
404,504,Female,165,Dark,3,"Black Lipstick,Earring,Pilot Helmet,Hidden Earring"
405,505,Male,6978,Mid,2,"Headband,Normal Beard"
406,506,Male,9667,Mid,2,"Big Shades,Messy Hair"
407,507,Female,3106,Mid,2,"Dark Hair,Hot Lipstick"
408,508,Male,8948,Mid,2,"Earring,Knitted Cap"
409,509,Female,9520,Dark,2,"Regular Shades,Wild Hair"
410,510,Male,9,Mid,0,
411,511,Male,9967,Mid,2,"Bandana,Mole"
412,512,Male,4995,Dark,2,"Cigarette,Hoodie"
413,513,Male,8053,Light,1,Knitted Cap
414,514,Female,2797,Albino,3,"Eye Patch,Hot Lipstick,Straight Hair"
415,515,Male,7006,Albino,2,"Mohawk Dark,Normal Beard"
