,id,types,rarity,skin,total_traits,traits
69,7511,Female,8540,Mid,4,"Clown Eyes Blue,Earring,Frumpy Hair,Mole,Hidden Earring"
70,7512,Female,9226,Albino,2,"Mohawk Thin,Nerd Glasses"
71,7513,Male,6045,Mid,3,"Big Shades,Front Beard,Mohawk Thin"
72,7514,Male,1873,Albino,3,"Big Beard,Cigarette,Stringy Hair"
73,7515,Female,1953,Light,3,"Blonde Bob,Cigarette,Purple Eye Shadow"
74,7516,Male,3758,Light,3,"3D Glasses,Fedora,Front Beard Dark"
75,7517,Male,4742,Dark,3,"Cap Forward,Cigarette,Shadow Beard"
76,7518,Male,7780,Mid,2,"Classic Shades,Peak Spike"
77,7519,Male,759,Mid,3,"Medical Mask,Shadow Beard,Top Hat"
78,7520,Female,2012,Light,3,"Blonde Bob,Green Eye Shadow,Purple Lipstick"
79,7521,Female,2675,Light,2,"Mole,Straight Hair Dark"
80,7522,Female,5947,Light,2,"Stringy Hair,Vape"
81,7523,Alien,11,Alien,3,"Earring,Knitted Cap,Medical Mask"
82,7524,Male,6075,Light,3,"Earring,Front Beard,Wild Hair"
83,7525,Male,2074,Dark,2,"Luxurious Beard,Vampire Hair"
84,7526,Male,3203,Dark,3,"Muttonchops,Nerd Glasses,Purple Hair"
85,7527,Male,7799,Dark,3,"Big Shades,Cigarette,Peak Spike"
86,7528,Female,2452,Dark,3,"Clown Nose,Earring,Straight Hair Dark,Hidden Earring"
87,7529,Male,7639,Dark,3,"Cap,Clown Eyes Green,Muttonchops"
88,7530,Female,3399,Mid,3,"Gold Chain,Knitted Cap,Purple Eye Shadow"
89,7531,Male,5088,Light,4,"Crazy Hair,Earring,Front Beard Dark,Regular Shades"
90,7532,Female,7874,Dark,3,"Black Lipstick,Mohawk,Pipe"
91,7533,Male,8151,Dark,2,"Cap,Eye Patch"
92,7534,Female,8768,Mid,2,"Big Shades,Crazy Hair"
93,7535,Female,219,Albino,2,"Clown Eyes Green,Tiara"
94,7536,Male,6402,Mid,3,"Crazy Hair,Luxurious Beard,Mole,Hidden Mole"
95,7537,Male,5972,Light,3,"Front Beard,Horned Rim Glasses,Shaved Head"
96,7538,Male,8312,Light,4,"Earring,Shadow Beard,Small Shades,Stringy Hair"
97,7539,Male,1040,Mid,3,"Normal Beard,Peak Spike,Rosy Cheeks"
98,7540,Male,5146,Light,3,"Classic Shades,Front Beard Dark,Messy Hair"
99,7541,Male,8627,Mid,3,"Big Shades,Headband,Shadow Beard"
100,7542,Male,4516,Mid,1,Horned Rim Glasses
101,7543,Male,3824,Mid,4,"Earring,Fedora,Horned Rim Glasses,Normal Beard"
102,7544,Male,7185,Dark,2,"Eye Mask,Messy Hair"
103,7545,Female,9221,Dark,3,"Mohawk,Nerd Glasses,Purple Lipstick"
104,7546,Male,4044,Light,3,"Cigarette,Police Cap,Shadow Beard"
105,7547,Male,3965,Dark,3,"Earring,Luxurious Beard,Police Cap"
106,7548,Male,6283,Mid,3,"3D Glasses,Knitted Cap,Normal Beard Black"
107,7549,Male,2459,Light,2,"Clown Hair Green,Frown"
108,7550,Male,3926,Dark,4,"Earring,Frown,Nerd Glasses,Police Cap"
109,7551,Male,5573,Mid,3,"Big Shades,Handlebars,Mohawk Thin"
110,7552,Male,9201,Dark,2,"Big Shades,Mohawk"
111,7553,Female,2174,Light,4,"Black Lipstick,Clown Eyes Green,Earring,Red Mohawk"
112,7554,Male,7083,Light,3,"Eye Mask,Shadow Beard,Shaved Head"
113,7555,Female,2361,Mid,3,"Hot Lipstick,Mole,Red Mohawk"
114,7556,Female,8397,Mid,2,"Clown Eyes Green,Mohawk Thin"
115,7557,Female,232,Light,4,"Horned Rim Glasses,Mole,Purple Lipstick,Tiara"
116,7558,Male,4767,Albino,2,"Cap Forward,Nerd Glasses"
117,7559,Male,9421,Mid,3,"Earring,Frumpy Hair,Nerd Glasses"
118,7560,Female,4413,Light,2,"Green Eye Shadow,Purple Lipstick"
119,7561,Male,4650,Mid,3,"Cap Forward,Normal Beard Black,Small Shades"
120,7562,Female,2270,Mid,3,"Blonde Bob,Cigarette,Regular Shades"
121,7563,Female,418,Mid,2,"Welding Goggles,Wild Blonde"
122,7564,Male,1047,Dark,2,"Rosy Cheeks,Shaved Head"
123,7565,Male,7199,Light,3,"Bandana,Cigarette,Eye Mask"
124,7566,Male,7550,Mid,3,"Earring,Horned Rim Glasses,Shaved Head"
125,7567,Male,9799,Albino,2,"Horned Rim Glasses,Stringy Hair"
126,7568,Female,2998,Mid,3,"Blue Eye Shadow,Dark Hair,Hot Lipstick"
127,7569,Male,1347,Dark,2,"Cowboy Hat,Gold Chain"
128,7570,Male,6842,Light,4,"Earring,Mohawk,Nerd Glasses,Normal Beard Black"
129,7571,Male,1064,Light,2,"Headband,Rosy Cheeks"
130,7572,Male,4042,Light,3,"Police Cap,Regular Shades,Shadow Beard"
131,7573,Male,7371,Mid,2,"Bandana,Goat"
132,7574,Male,5923,Dark,2,"Mohawk,Vape"
133,7575,Male,9924,Dark,3,"Bandana,Earring,Horned Rim Glasses"
134,7576,Male,3890,Light,4,"Earring,Fedora,Horned Rim Glasses,Mole"
135,7577,Female,1639,Albino,2,"Classic Shades,Straight Hair Blonde"
136,7578,Male,1041,Light,3,"Mohawk Thin,Normal Beard,Rosy Cheeks"
137,7579,Male,4283,Mid,3,"Earring,Shaved Head,Smile"
138,7580,Female,8225,Light,2,"Cap,Purple Lipstick"
139,7581,Male,7201,Albino,2,"Bandana,Eye Mask"
140,7582,Male,3939,Dark,3,"Muttonchops,Police Cap,Vape"
141,7583,Male,6618,Dark,3,"Mustache,Small Shades,Stringy Hair"
142,7584,Male,6490,Mid,2,"3D Glasses,Frumpy Hair"
143,7585,Male,1401,Light,4,"Big Shades,Cowboy Hat,Earring,Normal Beard Black"
144,7586,Female,9352,Mid,4,"Cigarette,Classic Shades,Frumpy Hair,Purple Lipstick"
145,7587,Female,3639,Dark,3,"Earring,Eye Mask,Tassle Hat,Hidden Earring"
146,7588,Male,4394,Albino,1,Frown
147,7589,Female,3069,Light,2,"Dark Hair,Horned Rim Glasses"
148,7590,Female,3562,Albino,2,"Medical Mask,Mohawk"
149,7591,Male,4349,Dark,3,"Earring,Mohawk,Smile"
150,7592,Male,1421,Mid,3,"Cowboy Hat,Earring,Muttonchops"
151,7593,Female,1949,Dark,3,"Half Shaved,Hot Lipstick,Purple Eye Shadow"
152,7594,Female,8529,Albino,2,"Clown Eyes Blue,Mohawk Thin"
153,7595,Male,6474,Light,3,"Eye Patch,Frumpy Hair,Luxurious Beard"
154,7596,Male,2525,Light,2,"3D Glasses,Clown Hair Green"
155,7597,Male,7643,Dark,3,"Cap,Muttonchops,Nerd Glasses"
156,7598,Male,9935,Mid,2,"Bandana,Horned Rim Glasses"
157,7599,Male,9531,Albino,3,"Big Shades,Earring,Wild Hair"
158,7600,Male,3130,Light,3,"Frown,Purple Hair,Regular Shades"
159,7601,Female,225,Dark,2,"Clown Eyes Blue,Tiara"
160,7602,Male,1000,Mid,5,"Frown,Luxurious Beard,Peak Spike,Rosy Cheeks,Vape,Hidden Frown"
161,7603,Female,6411,Mid,2,"3D Glasses,Crazy Hair"
162,7604,Female,9709,Dark,2,"Messy Hair,Purple Lipstick"
163,7605,Male,3864,Mid,2,"Clown Eyes Blue,Fedora"
164,7606,Female,1574,Light,4,"Classic Shades,Pipe,Purple Lipstick,Wild Blonde"
165,7607,Male,385,Mid,2,"Buck Teeth,Knitted Cap"
166,7608,Male,6038,Dark,2,"Front Beard,Mohawk Dark"
167,7609,Male,8893,Mid,3,"Big Shades,Earring,Knitted Cap"
168,7610,Female,8386,Mid,3,"Clown Eyes Green,Hot Lipstick,Mohawk"
169,7611,Male,1850,Mid,3,"Big Beard,Cigarette,Mohawk"
170,7612,Male,2427,Mid,2,"Earring,Vampire Hair"
171,7613,Male,3158,Light,3,"3D Glasses,Goat,Purple Hair"
172,7614,Male,5556,Mid,3,"Handlebars,Horned Rim Glasses,Mohawk Dark"
173,7615,Female,2768,Light,2,"Eye Mask,Straight Hair"
174,7616,Male,4676,Mid,2,"Cap Forward,Eye Mask"
175,7617,Female,8728,Light,2,"Classic Shades,Crazy Hair"
176,7618,Male,894,Dark,5,"Earring,Luxurious Beard,Spots,Vape,Wild Hair"
177,7619,Male,9346,Albino,2,"Eye Patch,Frumpy Hair"
178,7620,Male,5875,Light,3,"Cap,Vape,VR"
179,7621,Male,6478,Mid,3,"Big Shades,Frumpy Hair,Luxurious Beard"
180,7622,Female,886,Albino,4,"Black Lipstick,Dark Hair,Green Eye Shadow,Spots"
181,7623,Female,3367,Mid,5,"Black Lipstick,Cigarette,Earring,Mohawk Dark,Nerd Glasses"
182,7624,Male,879,Light,2,"Spots,Vampire Hair"
183,7625,Male,9124,Light,4,"Big Shades,Mohawk Thin,Mole,Shadow Beard"
184,7626,Female,5336,Dark,4,"Earring,Mohawk Thin,Purple Eye Shadow,Vape"
185,7627,Male,9134,Mid,4,"Cigarette,Earring,Mohawk,Shadow Beard"
186,7628,Male,7737,Dark,3,"Horned Rim Glasses,Messy Hair,Muttonchops"
187,7629,Male,814,Mid,4,"Earring,Goat,Regular Shades,Top Hat"
188,7630,Male,801,Light,4,"Mole,Mustache,Nerd Glasses,Top Hat"
189,7631,Female,9842,Light,4,"Cigarette,Earring,Purple Lipstick,Stringy Hair"
190,7632,Male,8755,Albino,2,"Big Shades,Crazy Hair"
191,7633,Male,8137,Dark,2,"Cap,Clown Eyes Blue"
192,7634,Male,3784,Mid,4,"Big Shades,Earring,Fedora,Front Beard"
193,7635,Male,8395,Light,2,"Clown Eyes Green,Mohawk"
194,7636,Male,7892,Mid,2,"Frumpy Hair,Pipe"
195,7637,Female,1313,Light,3,"Hot Lipstick,Nerd Glasses,Wild White Hair"
196,7638,Male,6723,Light,3,"Bandana,Horned Rim Glasses,Mustache"
197,7639,Female,5823,Light,3,"Bandana,Black Lipstick,Green Eye Shadow"
198,7640,Male,2928,Light,2,"Peak Spike,Silver Chain"
199,7641,Male,4891,Mid,2,"Hoodie,Normal Beard"
200,7642,Male,9682,Mid,2,"Messy Hair,Nerd Glasses"
201,7643,Female,2550,Light,3,"Purple Lipstick,Straight Hair Dark,VR"
202,7644,Male,4623,Mid,3,"Cap Forward,Chinstrap,Nerd Glasses"
203,7645,Female,1613,Light,4,"Clown Eyes Blue,Mole,Purple Lipstick,Wild Blonde"
204,7646,Male,2049,Dark,3,"Classic Shades,Front Beard,Vampire Hair"
205,7647,Male,4132,Dark,2,"Clown Nose,Do-rag"
206,7648,Female,863,Light,3,"Blonde Short,Cigarette,Spots"
207,7649,Female,572,Mid,4,"Earring,Pigtails,Purple Eye Shadow,Purple Lipstick"
208,7650,Female,9322,Light,2,"Cigarette,Mohawk Thin"
209,7651,Male,2532,Light,3,"Clown Hair Green,Nerd Glasses,Normal Beard Black"
210,7652,Female,1672,Light,2,"Big Shades,Straight Hair Blonde"
211,7653,Male,2076,Light,2,"Luxurious Beard,Vampire Hair"
212,7654,Female,583,Mid,3,"Green Eye Shadow,Pigtails,Purple Lipstick"
213,7655,Male,8299,Dark,3,"Mole,Small Shades,Wild Hair"
214,7656,Male,59,Light,2,"Beanie,Handlebars"
215,7657,Male,8667,Dark,4,"Cigarette,Earring,Headband,Nerd Glasses"
216,7658,Male,2909,Light,4,"Earring,Goat,Headband,Silver Chain"
217,7659,Female,3645,Light,3,"Black Lipstick,Pipe,Tassle Hat"
218,7660,Zombie,493,Zombie,2,"Do-rag,Smile"
219,7661,Female,2715,Light,5,"Blue Eye Shadow,Hot Lipstick,Mole,Straight Hair,Vape"
220,7662,Female,9968,Albino,2,"Bandana,Purple Lipstick"
221,7663,Female,680,Dark,4,"Earring,Green Eye Shadow,Pink With Hat,Purple Lipstick,Hidden Earring"
222,7664,Female,3615,Albino,3,"Black Lipstick,Green Eye Shadow,Tassle Hat"
223,7665,Male,793,Light,4,"Earring,Luxurious Beard,Small Shades,Top Hat"
224,7666,Male,4014,Light,3,"Police Cap,Shadow Beard,VR"
225,7667,Male,4260,Light,4,"Earring,Mohawk Dark,Mustache,Smile"
226,7668,Male,7085,Albino,2,"Do-rag,Eye Mask"
227,7669,Male,3459,Mid,2,"Frumpy Hair,Gold Chain"
228,7670,Female,456,Light,3,"Earring,Mohawk Thin,Welding Goggles"
229,7671,Male,999,Dark,5,"Horned Rim Glasses,Medical Mask,Normal Beard Black,Peak Spike,Rosy Cheeks"
230,7672,Male,7353,Light,3,"Goat,Regular Shades,Stringy Hair"
231,7673,Male,7566,Albino,3,"Earring,Nerd Glasses,Shaved Head"
232,7674,Male,4878,Light,4,"Hoodie,Nerd Glasses,Normal Beard,Pipe"
233,7675,Male,7700,Light,3,"Earring,Mohawk Dark,Muttonchops"
234,7676,Female,4497,Albino,1,Clown Eyes Blue
235,7677,Male,3496,Albino,2,"Hoodie,Medical Mask"
236,7678,Female,9268,Albino,2,"Mohawk,Mole"
237,7679,Male,3483,Albino,4,"Chinstrap,Classic Shades,Medical Mask,Police Cap"
238,7680,Male,6946,Dark,3,"Mohawk Dark,Normal Beard,VR"
239,7681,Male,9234,Dark,2,"Mohawk,Nerd Glasses"
240,7682,Female,8816,Light,4,"Cigarette,Crazy Hair,Earring,Hot Lipstick"
241,7683,Male,3503,Light,3,"Crazy Hair,Handlebars,Medical Mask,Hidden Handlebars"
242,7684,Male,8629,Dark,3,"Headband,Nerd Glasses,Shadow Beard"
243,7685,Male,5460,Mid,3,"3D Glasses,Handlebars,Messy Hair"
244,7686,Male,1386,Dark,3,"Big Shades,Cowboy Hat,Luxurious Beard"
245,7687,Male,4685,Dark,2,"Cap Forward,Goat"
246,7688,Male,4295,Dark,3,"Frumpy Hair,Muttonchops,Smile"
247,7689,Female,3538,Mid,4,"Cap,Horned Rim Glasses,Medical Mask,Purple Lipstick,Hidden Lipstick"
248,7690,Male,6542,Albino,2,"Luxurious Beard,Stringy Hair"
249,7691,Male,3990,Light,3,"Normal Beard,Police Cap,Small Shades"
250,7692,Male,5195,Dark,4,"Eye Patch,Frown,Headband,Luxurious Beard,Hidden Frown"
251,7693,Female,9153,Dark,3,"Hot Lipstick,Mohawk,Regular Shades"
252,7694,Female,628,Mid,3,"Hot Lipstick,Nerd Glasses,Pigtails"
253,7695,Female,1911,Mid,3,"3D Glasses,Blonde Bob,Medical Mask"
254,7696,Male,7769,Light,3,"Bandana,Muttonchops,Nerd Glasses"
255,7697,Male,3179,Light,4,"Cigarette,Nerd Glasses,Normal Beard Black,Purple Hair"
256,7698,Female,415,Light,3,"Earring,Welding Goggles,Wild Blonde"
257,7699,Male,3177,Mid,3,"Classic Shades,Normal Beard Black,Purple Hair"
258,7700,Female,1680,Mid,4,"Earring,Hot Lipstick,Nerd Glasses,Wild Blonde"
259,7701,Female,2506,Mid,3,"Clown Eyes Green,Straight Hair Dark,Vape"
260,7702,Male,6657,Dark,3,"Eye Patch,Mohawk Dark,Mustache"
261,7703,Female,2182,Dark,3,"Blonde Bob,Clown Eyes Green,Purple Lipstick"
262,7704,Male,5047,Mid,3,"Cigarette,Front Beard Dark,Peak Spike"
263,7705,Male,6251,Mid,3,"Bandana,Chinstrap,Eye Patch"
264,7706,Male,7172,Light,2,"Eye Mask,Frumpy Hair"
265,7707,Female,285,Light,2,"Clown Eyes Green,Orange Side"
266,7708,Male,7681,Dark,4,"Cigarette,Crazy Hair,Eye Patch,Muttonchops"
267,7709,Male,2950,Dark,4,"Earring,Mohawk Thin,Mole,Silver Chain"
268,7710,Female,1942,Light,4,"Earring,Half Shaved,Purple Eye Shadow,Purple Lipstick,Hidden Earring"
269,7711,Male,5314,Dark,2,"Frown,Frumpy Hair"
270,7712,Male,1417,Light,2,"Cowboy Hat,Goat"
271,7713,Male,5854,Dark,4,"Big Shades,Goat,Mohawk,Vape"
272,7714,Female,5441,Light,4,"Bandana,Black Lipstick,Earring,Purple Eye Shadow"
273,7715,Female,1292,Mid,3,"Classic Shades,Hot Lipstick,Wild White Hair"
274,7716,Male,5187,Light,4,"Chinstrap,Earring,Frown,Headband"
275,7717,Male,5123,Light,3,"Cigarette,Front Beard Dark,Mohawk"
276,7718,Male,6679,Light,3,"Horned Rim Glasses,Mohawk Thin,Mustache"
277,7719,Female,3663,Light,3,"Cigarette,Clown Eyes Green,Tassle Hat"
278,7720,Female,2035,Light,3,"Black Lipstick,Half Shaved,Vape"
279,7721,Male,7099,Light,4,"Earring,Eye Mask,Knitted Cap,Muttonchops"
280,7722,Male,6272,Albino,3,"3D Glasses,Luxurious Beard,Peak Spike"
281,7723,Male,4008,Light,3,"Earring,Muttonchops,Police Cap"
282,7724,Male,8888,Albino,2,"Big Shades,Knitted Cap"
283,7725,Male,2080,Light,4,"Earring,Horned Rim Glasses,Mustache,Vampire Hair"
284,7726,Male,4634,Albino,2,"3D Glasses,Cap Forward"
285,7727,Female,1904,Mid,3,"Black Lipstick,Gold Chain,Red Mohawk"
286,7728,Male,376,Mid,3,"Buck Teeth,Headband,Small Shades"
287,7729,Male,7684,Albino,3,"Crazy Hair,Earring,Muttonchops"
288,7730,Male,4166,Dark,2,"Clown Nose,Mohawk Dark"
289,7731,Female,2949,Albino,3,"Black Lipstick,Mohawk Thin,Silver Chain"
290,7732,Male,4829,Light,3,"3D Glasses,Chinstrap,Hoodie"
291,7733,Female,9861,Light,3,"Cigarette,Earring,Stringy Hair"
292,7734,Female,2284,Dark,3,"Blonde Bob,Horned Rim Glasses,Mole"
293,7735,Female,8812,Dark,2,"Crazy Hair,Purple Lipstick"
294,7736,Female,4409,Dark,1,Green Eye Shadow
295,7737,Male,7016,Dark,3,"Horned Rim Glasses,Mohawk,Normal Beard"
296,7738,Male,3911,Mid,3,"Police Cap,Regular Shades,Smile"
297,7739,Male,3436,Mid,4,"Cigarette,Earring,Gold Chain,Headband"
298,7740,Male,5206,Mid,4,"Eye Mask,Frown,Messy Hair,Normal Beard,Hidden Frown"
299,7741,Male,4567,Light,2,"Horned Rim Glasses,Mole"
300,7742,Male,4680,Mid,3,"Cap Forward,Goat,Small Shades"
301,7743,Male,2268,Albino,3,"Cigarette,Regular Shades,Vampire Hair"
302,7744,Male,4475,Light,2,"Earring,Muttonchops"
303,7745,Male,8297,Light,3,"Shadow Beard,Small Shades,Wild Hair"
304,7746,Male,1439,Light,2,"Clown Eyes Blue,Cowboy Hat"
305,7747,Male,7059,Dark,3,"Eye Patch,Messy Hair,Normal Beard"
306,7748,Male,4838,Dark,3,"Hoodie,Luxurious Beard,Pipe"
307,7749,Female,3579,Dark,2,"Medical Mask,Stringy Hair"
308,7750,Female,8723,Dark,3,"Classic Shades,Crazy Hair,Earring"
309,7751,Female,1149,Light,3,"Blonde Short,Clown Eyes Blue,Hot Lipstick"
310,7752,Female,2988,Light,2,"Dark Hair,Purple Eye Shadow"
311,7753,Male,3185,Mid,4,"Earring,Normal Beard,Purple Hair,VR,Hidden Earring"
312,7754,Male,6229,Dark,2,"Chinstrap,Frumpy Hair"
313,7755,Male,7762,Dark,2,"Muttonchops,Stringy Hair"
314,7756,Zombie,527,Zombie,3,"Do-rag,Horned Rim Glasses,Shadow Beard"
315,7757,Male,2612,Light,2,"Clown Hair Green,Shadow Beard"
316,7758,Female,2226,Dark,3,"Blonde Bob,Eye Patch,Mole"
317,7759,Male,4463,Mid,2,"Classic Shades,Goat"
318,7760,Female,1262,Light,2,"Eye Mask,Wild White Hair"
319,7761,Female,3551,Mid,2,"Crazy Hair,Medical Mask"
320,7762,Male,5515,Mid,3,"Cap,Handlebars,Nerd Glasses"
321,7763,Female,986,Dark,4,"Big Shades,Purple Lipstick,Red Mohawk,Rosy Cheeks"
322,7764,Male,9570,Dark,2,"Mole,Wild Hair"
323,7765,Male,4362,Mid,4,"Earring,Horned Rim Glasses,Smile,Wild Hair"
324,7766,Male,3815,Dark,3,"Earring,Fedora,Normal Beard Black"
325,7767,Female,701,Light,2,"Clown Eyes Green,Pink With Hat"
326,7768,Female,2368,Light,2,"Mole,Red Mohawk"
327,7769,Male,4482,Mid,2,"Mole,Pipe"
328,7770,Male,1037,Light,4,"Horned Rim Glasses,Knitted Cap,Mustache,Rosy Cheeks"
329,7771,Male,5252,Dark,3,"Frown,Frumpy Hair,Pipe"
330,7772,Male,5311,Light,3,"Frown,Frumpy Hair,Regular Shades"
331,7773,Male,4190,Light,3,"Clown Nose,Regular Shades,Wild Hair"
332,7774,Male,7743,Light,3,"Earring,Messy Hair,Muttonchops"
333,7775,Male,1418,Mid,4,"Classic Shades,Cowboy Hat,Earring,Muttonchops"
334,7776,Male,3782,Light,2,"Fedora,Vape"
335,7777,Female,1184,Albino,3,"Black Lipstick,Blonde Short,Mole"
336,7778,Female,3545,Light,4,"Clown Eyes Blue,Medical Mask,Mohawk Thin,Purple Lipstick,Hidden Lipstick"
337,7779,Male,4863,Dark,2,"Hoodie,Mustache"
338,7780,Male,5038,Light,2,"Front Beard Dark,Shaved Head"
339,7781,Male,9365,Mid,3,"Frumpy Hair,Horned Rim Glasses,Shadow Beard"
340,7782,Male,7864,Dark,3,"Earring,Mohawk Dark,Pipe"
341,7783,Male,2917,Dark,3,"Earring,Shaved Head,Silver Chain"
342,7784,Male,4369,Mid,3,"Cigarette,Messy Hair,Smile"
343,7785,Male,3349,Mid,5,"Cigarette,Earring,Headband,Nerd Glasses,Normal Beard Black"
344,7786,Female,5715,Albino,3,"Bandana,Blue Eye Shadow,Purple Lipstick"
345,7787,Male,3754,Dark,3,"Fedora,Nerd Glasses,Smile"
346,7788,Male,6070,Light,4,"Classic Shades,Earring,Front Beard,Wild Hair"
347,7789,Male,919,Dark,4,"Do-rag,Regular Shades,Spots,Vape"
348,7790,Male,6076,Mid,3,"Earring,Front Beard,Wild Hair"
349,7791,Female,2358,Dark,3,"Half Shaved,Hot Lipstick,Mole"
350,7792,Female,1115,Mid,3,"Blonde Short,Blue Eye Shadow,Cigarette"
351,7793,Female,1606,Light,2,"Clown Eyes Green,Straight Hair Blonde"
352,7794,Female,8213,Dark,4,"Cap,Cigarette,Earring,Mole"
353,7795,Male,3984,Mid,3,"Earring,Normal Beard Black,Police Cap"
354,7796,Male,8717,Light,3,"Classic Shades,Crazy Hair,Shadow Beard"
355,7797,Male,6379,Dark,3,"Clown Eyes Green,Knitted Cap,Luxurious Beard"
