,id,types,rarity,skin,total_traits,traits
25,3025,Female,8493,Dark,3,"Clown Eyes Blue,Hot Lipstick,Knitted Cap"
26,3026,Female,1175,Light,2,"Blonde Short,Horned Rim Glasses"
27,3027,Male,5011,Light,3,"3D Glasses,Bandana,Front Beard Dark"
28,3028,Male,9746,Albino,3,"Bandana,Eye Patch,Shadow Beard"
29,3029,Female,1994,Light,3,"Blue Eye Shadow,Earring,Red Mohawk"
30,3030,Female,8586,Mid,2,"Clown Eyes Blue,Stringy Hair"
31,3031,Female,3709,Mid,2,"Nerd Glasses,Tassle Hat"
32,3032,Female,981,Light,2,"Rosy Cheeks,Wild Blonde"
33,3033,Male,7503,Mid,3,"Cigarette,Do-rag,Shadow Beard"
34,3034,Female,5827,Dark,3,"Bandana,Green Eye Shadow,Hot Lipstick"
35,3035,Male,5592,Mid,3,"Handlebars,Nerd Glasses,Wild Hair"
36,3036,Male,6338,Dark,3,"Eye Patch,Luxurious Beard,Peak Spike"
37,3037,Female,2400,Dark,2,"Blonde Bob,Hot Lipstick"
38,3038,Female,941,Albino,3,"Cap,Cigarette,Spots"
39,3039,Male,4797,Dark,3,"Frown,Hoodie,Mustache"
40,3040,Male,5100,Mid,3,"Front Beard Dark,Knitted Cap,Nerd Glasses"
41,3041,Male,3174,Mid,2,"Mustache,Purple Hair"
42,3042,Female,8519,Dark,3,"Black Lipstick,Clown Eyes Blue,Mohawk"
43,3043,Female,1519,Light,3,"Blue Eye Shadow,Straight Hair Blonde,Vape"
44,3044,Female,2606,Mid,2,"Classic Shades,Straight Hair Dark"
45,3045,Male,7783,Light,3,"Horned Rim Glasses,Peak Spike,Shadow Beard"
46,3046,Male,8156,Light,3,"Cap,Classic Shades,Earring"
47,3047,Male,9507,Light,3,"Earring,Shadow Beard,Wild Hair"
48,3048,Male,8437,Light,2,"Clown Eyes Green,Messy Hair"
49,3049,Male,4908,Light,2,"Goat,Hoodie"
50,3050,Female,9808,Mid,2,"Horned Rim Glasses,Stringy Hair"
51,3051,Female,2377,Light,3,"Earring,Purple Lipstick,Red Mohawk"
52,3052,Male,3524,Light,3,"Cap,Medical Mask,Normal Beard Black"
53,3053,Male,7386,Albino,3,"Do-rag,Earring,Muttonchops"
54,3054,Male,8311,Mid,2,"Messy Hair,Small Shades"
55,3055,Male,5044,Albino,3,"Front Beard Dark,Nerd Glasses,Peak Spike"
56,3056,Male,4713,Albino,3,"Cap Forward,Earring,Small Shades"
57,3057,Female,698,Dark,3,"Clown Eyes Green,Hot Lipstick,Pink With Hat"
58,3058,Female,5360,Dark,2,"Crazy Hair,Purple Eye Shadow"
59,3059,Female,8706,Dark,2,"Earring,Headband"
60,3060,Female,602,Albino,1,Pigtails
61,3061,Male,4984,Mid,2,"Big Shades,Hoodie"
62,3062,Male,6319,Light,3,"Earring,Luxurious Beard,Shaved Head"
63,3063,Male,2470,Dark,2,"Clown Hair Green,Handlebars"
64,3064,Male,1459,Light,3,"Cowboy Hat,Earring,Horned Rim Glasses"
65,3065,Male,9522,Light,2,"Regular Shades,Wild Hair"
66,3066,Female,8327,Mid,4,"Black Lipstick,Clown Eyes Green,Earring,Headband"
67,3067,Male,7214,Dark,4,"Do-rag,Earring,Goat,Horned Rim Glasses"
68,3068,Male,8298,Mid,3,"Shadow Beard,Small Shades,Wild Hair"
69,3069,Male,8846,Dark,2,"Eye Patch,Knitted Cap"
70,3070,Male,9336,Light,2,"Earring,Mohawk Thin"
71,3071,Female,2693,Light,2,"Clown Hair Green,Hot Lipstick"
72,3072,Male,7548,Mid,3,"Big Shades,Earring,Shaved Head"
73,3073,Male,1797,Light,3,"Bandana,Big Beard,Eye Mask"
74,3074,Male,329,Mid,4,"Buck Teeth,Earring,Purple Hair,Vape,Hidden Earring"
75,3075,Male,7082,Light,3,"Do-rag,Eye Mask,Pipe"
76,3076,Female,8367,Albino,2,"Clown Eyes Green,Mohawk Dark"
77,3077,Male,1448,Light,2,"Classic Shades,Cowboy Hat"
78,3078,Female,1504,Light,3,"Purple Eye Shadow,Purple Lipstick,Wild Blonde"
79,3079,Female,3641,Light,2,"Eye Mask,Tassle Hat"
80,3080,Male,4614,Light,3,"Cap Forward,Earring,Front Beard"
81,3081,Male,8856,Light,2,"Classic Shades,Knitted Cap"
82,3082,Female,8361,Light,3,"Black Lipstick,Clown Eyes Green,Mohawk Dark"
83,3083,Male,1382,Dark,2,"Chinstrap,Cowboy Hat"
84,3084,Female,1068,Light,4,"Black Lipstick,Mohawk Dark,Regular Shades,Rosy Cheeks"
85,3085,Male,6767,Mid,4,"Earring,Frumpy Hair,Normal Beard Black,VR"
86,3086,Male,8171,Mid,3,"Cap,Mole,Regular Shades"
87,3087,Female,3610,Dark,3,"Blue Eye Shadow,Hot Lipstick,Tassle Hat"
88,3088,Male,804,Dark,4,"Earring,Normal Beard Black,Top Hat,VR"
89,3089,Female,8238,Albino,2,"Cap,Earring"
90,3090,Male,5197,Mid,4,"Classic Shades,Frown,Luxurious Beard,Mohawk,Hidden Frown"
91,3091,Male,7603,Albino,3,"Classic Shades,Muttonchops,Peak Spike"
92,3092,Female,5735,Light,2,"Green Eye Shadow,Headband"
93,3093,Male,9929,Dark,2,"Bandana,Horned Rim Glasses"
94,3094,Male,371,Light,4,"Buck Teeth,Classic Shades,Muttonchops,Stringy Hair"
95,3095,Male,6817,Mid,3,"Cigarette,Knitted Cap,Normal Beard Black"
96,3096,Female,684,Mid,4,"Clown Eyes Blue,Earring,Pink With Hat,Vape,Hidden Earring"
97,3097,Male,3993,Mid,3,"Earring,Normal Beard,Police Cap"
98,3098,Female,7871,Light,4,"Hot Lipstick,Mohawk Thin,Nerd Glasses,Pipe"
99,3099,Male,925,Light,4,"Bandana,Chinstrap,Earring,Spots"
100,3100,Alien,15,Alien,1,Headband
101,3101,Male,4964,Light,3,"Hoodie,Nerd Glasses,Shadow Beard"
102,3102,Female,702,Mid,2,"Clown Eyes Green,Pink With Hat"
103,3103,Male,2611,Dark,2,"Clown Hair Green,Shadow Beard"
104,3104,Male,9006,Dark,2,"Horned Rim Glasses,Mohawk Dark"
105,3105,Female,444,Dark,1,Welding Goggles
106,3106,Male,84,Dark,2,"Beanie,Shadow Beard"
107,3107,Male,55,Dark,3,"Beanie,Big Beard,Earring"
108,3108,Male,7960,Light,2,"Mohawk Dark,VR"
109,3109,Female,8201,Mid,3,"Cap,Nerd Glasses,Purple Lipstick"
110,3110,Female,8596,Dark,3,"Bandana,Clown Eyes Blue,Earring"
111,3111,Female,8048,Albino,1,Knitted Cap
112,3112,Female,1484,Mid,5,"Blue Eye Shadow,Cigarette,Hot Lipstick,Mole,Straight Hair Blonde"
113,3113,Female,3035,Dark,3,"Clown Eyes Blue,Dark Hair,Purple Lipstick"
114,3114,Male,8855,Dark,2,"Classic Shades,Knitted Cap"
115,3115,Male,7307,Mid,3,"Goat,Mohawk Thin,Regular Shades"
116,3116,Female,2207,Light,3,"Blonde Bob,Clown Eyes Blue,Hot Lipstick"
117,3117,Male,5275,Light,3,"Crazy Hair,Frown,Regular Shades"
118,3118,Female,8934,Mid,2,"Hot Lipstick,Knitted Cap"
119,3119,Female,1303,Dark,3,"Black Lipstick,Horned Rim Glasses,Wild White Hair"
120,3120,Male,3493,Mid,3,"Cap Forward,Front Beard Dark,Medical Mask"
121,3121,Male,7195,Light,2,"Eye Mask,Stringy Hair"
122,3122,Male,6436,Dark,3,"Classic Shades,Luxurious Beard,Mohawk Dark"
123,3123,Male,7637,Dark,4,"Cap,Cigarette,Muttonchops,Small Shades"
124,3124,Female,9543,Mid,2,"Big Shades,Wild Hair"
125,3125,Female,2240,Light,3,"Classic Shades,Half Shaved,Purple Lipstick"
126,3126,Female,4575,Light,2,"Black Lipstick,Earring"
127,3127,Male,3342,Light,5,"Chinstrap,Do-rag,Earring,Mole,Nerd Glasses,Hidden Mole"
128,3128,Male,9631,Albino,3,"Earring,Messy Hair,Regular Shades"
129,3129,Male,2052,Dark,3,"Chinstrap,Vampire Hair,VR"
130,3130,Male,1006,Mid,5,"Earring,Mohawk Dark,Muttonchops,Rosy Cheeks,Small Shades"
131,3131,Female,3094,Albino,3,"Dark Hair,Earring,Mole,Hidden Earring"
132,3132,Male,7567,Albino,2,"Nerd Glasses,Shaved Head"
133,3133,Male,5094,Light,2,"Crazy Hair,Front Beard Dark"
134,3134,Male,3440,Mid,3,"Crazy Hair,Gold Chain,Regular Shades"
135,3135,Female,703,Light,3,"Black Lipstick,Clown Eyes Blue,Pink With Hat"
136,3136,Male,1035,Dark,3,"3D Glasses,Headband,Rosy Cheeks"
137,3137,Male,7061,Mid,3,"Big Shades,Messy Hair,Normal Beard"
138,3138,Male,8152,Light,2,"Cap,Eye Patch"
139,3139,Female,658,Dark,3,"Big Shades,Pink With Hat,Spots"
140,3140,Female,9257,Light,2,"Black Lipstick,Mohawk Thin"
141,3141,Male,6844,Mid,3,"Mohawk Thin,Nerd Glasses,Normal Beard Black"
142,3142,Male,7210,Light,3,"Do-rag,Goat,Small Shades"
143,3143,Male,5479,Dark,3,"Earring,Handlebars,Shaved Head"
144,3144,Male,1403,Dark,2,"Cowboy Hat,Normal Beard Black"
145,3145,Male,7459,Albino,3,"Do-rag,Eye Patch,Mole"
146,3146,Male,5874,Mid,2,"Peak Spike,Vape"
147,3147,Male,7263,Light,3,"Bandana,Goat,Small Shades"
148,3148,Female,3697,Dark,3,"Big Shades,Cigarette,Tassle Hat"
149,3149,Female,5384,Mid,3,"Black Lipstick,Mohawk,Purple Eye Shadow"
150,3150,Male,9085,Dark,2,"Eye Patch,Mohawk"
151,3151,Female,2552,Albino,1,Straight Hair Dark
152,3152,Male,5332,Dark,3,"Bandana,Frown,Regular Shades"
153,3153,Female,1640,Dark,2,"Classic Shades,Straight Hair Blonde"
154,3154,Male,1802,Mid,3,"Big Beard,Do-rag,Earring"
155,3155,Female,3087,Mid,3,"Black Lipstick,Cigarette,Dark Hair"
156,3156,Male,5014,Mid,4,"Cigarette,Eye Mask,Front Beard Dark,Mohawk"
157,3157,Male,7515,Light,2,"Shadow Beard,Shaved Head"
158,3158,Female,9279,Albino,3,"Earring,Mohawk Thin,Purple Lipstick"
159,3159,Male,5524,Mid,3,"Handlebars,Small Shades,Wild Hair"
160,3160,Male,858,Dark,2,"Earring,Top Hat"
161,3161,Male,7164,Mid,2,"Eye Mask,Mohawk"
162,3162,Female,5813,Mid,2,"Green Eye Shadow,Messy Hair"
163,3163,Male,6847,Albino,2,"Mohawk,Normal Beard Black"
164,3164,Male,6808,Dark,3,"Crazy Hair,Earring,Normal Beard Black"
165,3165,Female,1605,Dark,2,"Clown Eyes Green,Wild Blonde"
166,3166,Female,8915,Dark,2,"Black Lipstick,Knitted Cap"
167,3167,Male,6424,Light,3,"3D Glasses,Earring,Knitted Cap"
168,3168,Male,6140,Dark,2,"Chinstrap,Do-rag"
169,3169,Male,5326,Dark,2,"Frown,Messy Hair"
170,3170,Female,1251,Dark,2,"Green Eye Shadow,Wild White Hair"
171,3171,Male,4545,Mid,2,"Cigarette,Small Shades"
172,3172,Male,5330,Dark,2,"Frown,Stringy Hair"
173,3173,Male,4583,Dark,4,"Cap Forward,Front Beard Dark,Horned Rim Glasses,Mole"
174,3174,Male,1071,Mid,2,"Mohawk Dark,Rosy Cheeks"
175,3175,Male,6923,Light,2,"Normal Beard,Shaved Head"
176,3176,Female,434,Mid,3,"Earring,Straight Hair,Welding Goggles,Hidden Earring"
177,3177,Male,2457,Dark,3,"Clown Hair Green,Frown,Luxurious Beard,Hidden Frown"
178,3178,Female,1259,Light,3,"3D Glasses,Purple Lipstick,Wild White Hair"
179,3179,Female,5785,Light,2,"Green Eye Shadow,Mohawk"
180,3180,Male,6416,Dark,3,"3D Glasses,Knitted Cap,Shadow Beard"
181,3181,Male,6060,Dark,3,"Front Beard,Frumpy Hair,Horned Rim Glasses"
182,3182,Male,1057,Light,2,"Cap,Rosy Cheeks"
183,3183,Female,1947,Albino,4,"Earring,Hot Lipstick,Purple Eye Shadow,Red Mohawk"
184,3184,Male,5317,Light,4,"Frown,Regular Shades,Shadow Beard,Wild Hair"
185,3185,Female,9707,Light,3,"Earring,Messy Hair,Purple Lipstick"
186,3186,Male,8764,Dark,2,"Crazy Hair,Horned Rim Glasses"
187,3187,Female,2416,Mid,2,"Blonde Bob,Cigarette"
188,3188,Male,3148,Light,2,"Front Beard,Purple Hair"
189,3189,Male,5589,Dark,2,"Frumpy Hair,Handlebars"
190,3190,Female,2849,Dark,3,"Earring,Hot Lipstick,Straight Hair,Hidden Earring"
191,3191,Male,4159,Mid,3,"Clown Nose,Mohawk Dark,Shadow Beard"
192,3192,Male,4096,Dark,3,"Clown Nose,Front Beard Dark,Knitted Cap"
193,3193,Male,7668,Mid,2,"Clown Eyes Green,Peak Spike"
194,3194,Male,4621,Mid,4,"Big Shades,Cap Forward,Chinstrap,Earring"
195,3195,Male,5130,Light,2,"Front Beard Dark,Mohawk Thin"
196,3196,Male,3357,Dark,5,"Cigarette,Earring,Goat,Horned Rim Glasses,Knitted Cap"
197,3197,Male,764,Mid,3,"Regular Shades,Smile,Top Hat"
198,3198,Female,3084,Mid,3,"Black Lipstick,Dark Hair,Mole"
199,3199,Male,5903,Dark,3,"Knitted Cap,Mole,Vape"
200,3200,Male,8651,Mid,3,"Cigarette,Headband,Horned Rim Glasses"
201,3201,Female,1526,Light,3,"Blue Eye Shadow,Purple Lipstick,Straight Hair Blonde"
202,3202,Female,5404,Albino,2,"Frumpy Hair,Purple Eye Shadow"
203,3203,Male,6578,Dark,3,"Cigarette,Mustache,Shaved Head"
204,3204,Male,7618,Dark,3,"Classic Shades,Peak Spike,Pipe"
205,3205,Male,7696,Dark,4,"Classic Shades,Earring,Mohawk Dark,Muttonchops"
206,3206,Male,3463,Dark,2,"Gold Chain,Messy Hair"
207,3207,Female,4408,Mid,3,"Blue Eye Shadow,Cigarette,Earring"
208,3208,Male,2644,Mid,2,"Clown Hair Green,Horned Rim Glasses"
209,3209,Male,6440,Dark,3,"3D Glasses,Earring,Mohawk Dark"
210,3210,Female,8776,Mid,3,"Crazy Hair,Nerd Glasses,Purple Lipstick"
211,3211,Zombie,523,Zombie,2,"Goat,Headband"
212,3212,Female,1568,Mid,4,"Eye Mask,Pipe,Purple Lipstick,Straight Hair Blonde"
213,3213,Male,9080,Dark,3,"Earring,Eye Patch,Mohawk Thin"
214,3214,Female,9016,Light,4,"Cigarette,Earring,Mohawk Dark,Nerd Glasses"
215,3215,Male,8956,Dark,2,"Eye Patch,Mohawk Dark"
216,3216,Male,4926,Mid,2,"Hoodie,Pipe"
217,3217,Male,6254,Albino,4,"Big Shades,Chinstrap,Earring,Stringy Hair"
218,3218,Male,9357,Dark,3,"Classic Shades,Earring,Frumpy Hair"
219,3219,Female,9255,Dark,2,"Black Lipstick,Mohawk"
220,3220,Female,8753,Dark,3,"Big Shades,Crazy Hair,Hot Lipstick"
221,3221,Female,5917,Mid,4,"Black Lipstick,Earring,Mohawk,Vape"
222,3222,Female,9008,Light,2,"Big Shades,Mohawk Dark"
223,3223,Male,7175,Albino,3,"Cigarette,Eye Mask,Wild Hair"
224,3224,Male,7021,Mid,3,"Cigarette,Mohawk Thin,Normal Beard"
225,3225,Female,2964,Light,4,"Earring,Messy Hair,Mole,Silver Chain"
226,3226,Male,7382,Mid,3,"Do-rag,Muttonchops,Nerd Glasses"
227,3227,Female,2829,Mid,3,"Earring,Nerd Glasses,Straight Hair,Hidden Earring"
228,3228,Male,6129,Light,3,"Chinstrap,Do-rag,Eye Patch"
229,3229,Male,4662,Light,4,"Cap Forward,Earring,Normal Beard,Small Shades"
230,3230,Female,990,Light,2,"Half Shaved,Rosy Cheeks"
231,3231,Female,2739,Dark,2,"Purple Eye Shadow,Straight Hair"
232,3232,Male,6445,Mid,2,"3D Glasses,Mohawk Dark"
233,3233,Male,4963,Mid,3,"Big Shades,Hoodie,Shadow Beard"
234,3234,Male,5605,Albino,2,"Handlebars,Messy Hair"
235,3235,Male,7068,Dark,2,"Normal Beard,Stringy Hair"
236,3236,Female,5628,Mid,3,"Blue Eye Shadow,Messy Hair,Pipe"
237,3237,Male,6235,Albino,4,"Chinstrap,Cigarette,Earring,Wild Hair"
238,3238,Male,9633,Dark,3,"Earring,Messy Hair,Regular Shades"
239,3239,Male,7561,Mid,2,"Horned Rim Glasses,Shaved Head"
240,3240,Female,1243,Mid,3,"Blue Eye Shadow,Earring,Wild White Hair,Hidden Earring"
241,3241,Female,9290,Mid,2,"Mohawk,Purple Lipstick"
242,3242,Male,6146,Mid,4,"Chinstrap,Classic Shades,Earring,Peak Spike"
243,3243,Male,8511,Dark,2,"Clown Eyes Blue,Mohawk Dark"
244,3244,Male,7266,Dark,3,"Clown Eyes Green,Goat,Wild Hair"
245,3245,Male,7409,Dark,3,"Cigarette,Do-rag,VR"
246,3246,Female,2674,Light,2,"Clown Hair Green,Mole"
247,3247,Female,9715,Light,3,"Earring,Hot Lipstick,Messy Hair"
248,3248,Male,7621,Mid,2,"Peak Spike,Pipe"
249,3249,Male,7216,Light,4,"Do-rag,Earring,Goat,Nerd Glasses"
250,3250,Male,4322,Light,3,"Crazy Hair,Horned Rim Glasses,Smile"
251,3251,Female,1740,Albino,2,"Earring,Wild Blonde"
252,3252,Female,1611,Mid,3,"Black Lipstick,Clown Eyes Blue,Wild Blonde"
253,3253,Female,2520,Mid,3,"3D Glasses,Purple Lipstick,Straight Hair Dark"
254,3254,Female,3097,Dark,4,"Cigarette,Dark Hair,Earring,Purple Lipstick,Hidden Earring"
255,3255,Male,5921,Light,3,"Earring,Mohawk Thin,Vape"
256,3256,Male,1429,Albino,1,Cowboy Hat
257,3257,Female,9826,Light,3,"Black Lipstick,Earring,Stringy Hair"
258,3258,Male,4681,Mid,3,"Cap Forward,Goat,Nerd Glasses"
259,3259,Male,7971,Light,2,"Mohawk Thin,VR"
260,3260,Male,9752,Dark,3,"Bandana,Earring,Eye Patch"
261,3261,Male,7390,Dark,2,"Muttonchops,Shaved Head"
262,3262,Male,4136,Mid,4,"Clown Nose,Frumpy Hair,Muttonchops,Regular Shades"
263,3263,Female,301,Mid,2,"Black Lipstick,Orange Side"
264,3264,Female,8188,Mid,3,"Big Shades,Cap,Earring"
265,3265,Male,6470,Mid,2,"3D Glasses,Mohawk Thin"
266,3266,Female,9689,Mid,3,"Black Lipstick,Earring,Messy Hair"
267,3267,Female,298,Dark,3,"Black Lipstick,Earring,Orange Side,Hidden Earring"
268,3268,Male,7267,Light,4,"Clown Eyes Blue,Crazy Hair,Earring,Goat"
269,3269,Female,3042,Dark,2,"Clown Eyes Blue,Dark Hair"
270,3270,Male,8206,Mid,3,"Cap,Earring,Nerd Glasses"
271,3271,Female,587,Light,2,"Green Eye Shadow,Pigtails"
272,3272,Male,8284,Dark,2,"Mohawk,Small Shades"
273,3273,Male,6184,Albino,3,"Chinstrap,Cigarette,Headband"
274,3274,Male,7453,Light,2,"Clown Eyes Blue,Do-rag"
275,3275,Female,2933,Mid,3,"Clown Eyes Blue,Silver Chain,Stringy Hair"
276,3276,Male,4139,Mid,2,"Clown Nose,Peak Spike"
277,3277,Female,3687,Light,3,"Earring,Regular Shades,Tassle Hat,Hidden Earring"
278,3278,Female,8244,Mid,2,"Cap,Earring"
279,3279,Male,8287,Mid,2,"Mohawk,Small Shades"
280,3280,Male,3114,Mid,3,"Earring,Medical Mask,Purple Hair,Hidden Earring"
281,3281,Male,78,Dark,3,"Beanie,Earring,Small Shades"
282,3282,Male,6439,Albino,3,"Earring,Luxurious Beard,Mohawk Dark"
283,3283,Female,1061,Light,4,"Clown Eyes Green,Frumpy Hair,Purple Lipstick,Rosy Cheeks"
284,3284,Female,8789,Light,4,"Black Lipstick,Cigarette,Crazy Hair,Earring"
285,3285,Male,5102,Albino,2,"Front Beard Dark,Knitted Cap"
286,3286,Male,7064,Dark,2,"Messy Hair,Normal Beard"
287,3287,Female,4504,Light,1,Classic Shades
288,3288,Male,4342,Mid,2,"Mohawk Dark,Smile"
289,3289,Female,1700,Dark,4,"Earring,Hot Lipstick,Mole,Wild Blonde"
290,3290,Female,2395,Dark,3,"Earring,Hot Lipstick,Red Mohawk"
291,3291,Male,6954,Light,3,"Big Shades,Cap,Normal Beard"
292,3292,Male,766,Mid,2,"Smile,Top Hat"
293,3293,Female,1312,Mid,4,"Earring,Hot Lipstick,Nerd Glasses,Wild White Hair,Hidden Earring"
294,3294,Female,1703,Mid,3,"Cigarette,Mole,Straight Hair Blonde"
295,3295,Male,8421,Dark,2,"Clown Eyes Green,Wild Hair"
296,3296,Male,3343,Mid,5,"Chinstrap,Cigarette,Earring,Frumpy Hair,Mole,Hidden Mole"
297,3297,Male,6615,Mid,3,"Mohawk,Mustache,Small Shades"
298,3298,Male,1781,Light,3,"Big Beard,Eye Patch,Hoodie"
299,3299,Male,6862,Dark,3,"Earring,Frumpy Hair,Normal Beard Black"
300,3300,Male,7062,Mid,3,"Horned Rim Glasses,Messy Hair,Normal Beard"
301,3301,Female,2322,Mid,3,"Half Shaved,Hot Lipstick,Nerd Glasses"
302,3302,Male,6601,Light,4,"Bandana,Horned Rim Glasses,Mustache,Pipe"
303,3303,Male,1807,Mid,2,"Big Beard,Shaved Head"
304,3304,Female,9291,Mid,2,"Mohawk Thin,Purple Lipstick"
305,3305,Male,5184,Mid,3,"Front Beard,Frown,Messy Hair,Hidden Frown"
306,3306,Male,7055,Mid,3,"Earring,Normal Beard,Wild Hair"
307,3307,Male,3,Albino,0,
308,3308,Female,190,Light,2,"Hot Lipstick,Pilot Helmet"
309,3309,Male,4827,Dark,2,"Front Beard,Hoodie"
310,3310,Male,5571,Light,3,"Handlebars,Horned Rim Glasses,Mohawk Thin"
311,3311,Female,899,Dark,4,"Earring,Purple Lipstick,Spots,Tassle Hat,Hidden Earring"
312,3312,Male,9769,Light,2,"Classic Shades,Stringy Hair"
313,3313,Male,4253,Mid,3,"3D Glasses,Crazy Hair,Smile"
314,3314,Female,5690,Mid,2,"Blue Eye Shadow,Wild Hair"
315,3315,Male,9812,Dark,3,"Cigarette,Nerd Glasses,Stringy Hair"
316,3316,Male,2609,Light,3,"Clown Hair Green,Horned Rim Glasses,Shadow Beard"
317,3317,Male,784,Albino,2,"Front Beard,Top Hat"
318,3318,Female,3455,Mid,3,"Frumpy Hair,Gold Chain,Regular Shades"
319,3319,Male,5894,Mid,2,"Headband,Vape"
320,3320,Male,9375,Mid,2,"Frumpy Hair,Shadow Beard"
321,3321,Female,1697,Light,2,"Black Lipstick,Straight Hair Blonde"
322,3322,Male,5062,Mid,3,"Bandana,Front Beard Dark,VR"
323,3323,Male,8265,Dark,2,"Knitted Cap,Small Shades"
324,3324,Male,1836,Dark,3,"Big Beard,Crazy Hair,Earring"
325,3325,Male,5929,Mid,2,"Mohawk,Vape"
326,3326,Male,2059,Dark,2,"Chinstrap,Vampire Hair"
327,3327,Male,8705,Albino,2,"Earring,Headband"
328,3328,Zombie,561,Zombie,2,"Cigarette,Messy Hair"
329,3329,Female,4547,Light,3,"Clown Eyes Green,Earring,Mole"
330,3330,Male,3770,Dark,4,"Fedora,Frown,Regular Shades,Shadow Beard"
331,3331,Male,8606,Light,4,"Cigarette,Earring,Eye Patch,Headband"
332,3332,Female,2195,Light,2,"Clown Eyes Green,Red Mohawk"
333,3333,Female,3664,Dark,3,"Clown Eyes Green,Earring,Tassle Hat,Hidden Earring"
334,3334,Female,3010,Mid,2,"Dark Hair,Green Eye Shadow"
335,3335,Male,3168,Dark,2,"Luxurious Beard,Purple Hair"
336,3336,Female,5422,Mid,3,"Hot Lipstick,Messy Hair,Purple Eye Shadow"
337,3337,Male,6505,Albino,2,"Luxurious Beard,Wild Hair"
338,3338,Female,3096,Mid,2,"Dark Hair,Mole"
339,3339,Male,9141,Light,3,"Earring,Mohawk Thin,Shadow Beard"
340,3340,Female,8825,Mid,3,"Cigarette,Crazy Hair,Earring"
341,3341,Female,9693,Light,3,"Hot Lipstick,Messy Hair,Mole"
342,3342,Male,930,Mid,4,"Bandana,Earring,Normal Beard,Spots"
343,3343,Female,3690,Mid,2,"Regular Shades,Tassle Hat"
344,3344,Female,8814,Mid,2,"Crazy Hair,Purple Lipstick"
345,3345,Female,2977,Light,2,"Dark Hair,Gold Chain"
346,3346,Male,9771,Mid,2,"Classic Shades,Stringy Hair"
347,3347,Female,2444,Mid,3,"Earring,Gold Chain,Straight Hair Dark,Hidden Earring"
348,3348,Female,9565,Dark,3,"Hot Lipstick,Mole,Wild Hair"
349,3349,Male,7012,Light,4,"Earring,Eye Patch,Mohawk Thin,Normal Beard"
350,3350,Male,8937,Mid,3,"Cigarette,Earring,Knitted Cap"
351,3351,Female,3629,Dark,3,"Big Shades,Tassle Hat,Vape"
352,3352,Male,8976,Dark,4,"Earring,Mohawk Dark,Regular Shades,Shadow Beard"
353,3353,Male,5957,Dark,4,"Do-rag,Earring,Eye Mask,Front Beard"
354,3354,Female,2324,Dark,3,"Cigarette,Half Shaved,Nerd Glasses"
355,3355,Male,8871,Light,2,"Knitted Cap,Shadow Beard"
356,3356,Female,8876,Dark,2,"Knitted Cap,Regular Shades"
357,3357,Male,7446,Mid,3,"Clown Eyes Green,Earring,Shaved Head"
358,3358,Female,8648,Mid,4,"Big Shades,Earring,Headband,Hot Lipstick"
359,3359,Male,7692,Dark,2,"Knitted Cap,Muttonchops"
360,3360,Female,1171,Dark,4,"Big Shades,Blonde Short,Hot Lipstick,Mole"
361,3361,Female,3369,Mid,5,"Black Lipstick,Cigarette,Earring,Nerd Glasses,Stringy Hair"
362,3362,Male,1060,Light,3,"Bandana,Rosy Cheeks,Small Shades"
363,3363,Male,823,Mid,2,"Pipe,Top Hat"
